,Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,description
312,Air Liquide,40.464,18.164,1.9477,31.439,313,Materials,Specialized Chemicals,Europe,France,France,,Benoît Potier,http://www.forbes.com/companies/air-liquide/,0.061951716021502,0.10722858401233198,"Air Liquide S.A. (French pronunciation: ​[ɛʁ likid]; ; literally ""liquid air""), is a French multinational company which supplies industrial gases and services to various industries including medical, chemical and electronic manufacturers. Founded in 1902, after Linde it is the second largest supplier of industrial gases by revenues and has operations in over 80 countries. It has headquarters at the 7th arrondissement of Paris, France. Air Liquide owned the patent for Aqua-Lung until it expired.
Although Air Liquide's headquarters are in Paris, France, it also has major sites in Japan (ALL) and Houston, TX and Newark, DE, USA, Frankfurt, Shanghai and Dubaï. There is an emphasis on research and development (R&D) throughout the Air Liquide company. R&D targets the creation of not only industrial gases, but also gases that are used in products such as healthcare items, electronic chips, foods, and chemicals. The major R&D groups within Air Liquide focus on analysis, bioresources (foods and chemicals), combustion, membranes, modeling, and the production of hydrogen (H2) gas.
The company is a component of the Euro Stoxx 50 stock market index. As of 2019, the company is ranked 500 in the Fortune Global 500.

"
313,Synchrony Financial,25.432,11.232999999999999,2.244,81.656,314,Financials,Consumer Financial Services,North America,United States,Connecticut,Connecticut,Margaret Keane,http://www.forbes.com/companies/synchrony-financial/,0.0274811403938474,0.19976853912579,"Synchrony Financial is a consumer financial services company headquartered in Stamford, Connecticut, United States.  The company offers consumer financing products, including credit, promotional financing and loyalty programs, installment lending to industries, and FDIC-insured consumer savings products through Synchrony Bank, its wholly owned online bank subsidiary.

"
314,Eaton,28.851999999999997,20.855,1.979,31.031,315,Industrials,Other Industrial Equipment,Europe,Ireland,Ireland,,Alexander Cutler,http://www.forbes.com/companies/eaton/,0.0637749347426767,0.0948933109566051,"The T. Eaton Company Limited, commonly known as Eaton's, was a Canadian department store chain that was once Canada's largest. It was founded in 1869 in Toronto by Timothy Eaton, an immigrant from what is now Northern Ireland. Eaton's grew to become a retail and social institution in Canada, with stores across the country, buying-offices around the globe, and a mail-order catalog that was found in the homes of most Canadians. A changing economic and retail environment in the late 1900s, along with mismanagement, culminated in the chain's bankruptcy in 1999.
Eaton's pioneered several retail innovations. In an era when haggling for goods was the norm, the chain proclaimed ""We propose to sell our goods for CASH ONLY – In selling goods, to have only one price."" In addition, it had the long-standing slogan ""Goods Satisfactory or Money Refunded."""
315,Henkel,46.481,20.059,2.1302,24.713,316,Consumer Staples,Household/Personal Care,Europe,Germany,Germany,,Hans Bylen,http://www.forbes.com/companies/henkel/,0.0861975478493101,0.10619671967695299,"Henkel AG & Co. KGaA is a German chemical and consumer goods company headquartered in Düsseldorf, Germany. It is a multinational company active both in the consumer and industrial sector. Founded in 1876, the DAX 30 company is organized into three globally operating business units (Laundry & Home Care, Beauty Care, Adhesive Technologies) and is known for brands such as Loctite, Persil, Fa, Dial and Purex, amongst others.
In the fiscal year 2017, Henkel reported sales of over 20 billion euros and an operating profit of 3.055 billion euros. More than 80 percent of its 53,700 employees work outside of Germany."
316,Standard Bank Group,14.427999999999999,15.375,1.8882,127.73700000000001,317,Financials,Regional Banks,Africa,South Africa,South Africa,,Ben Kruger,http://www.forbes.com/companies/standard-bank-group/,0.0147819347565701,0.122809756097561,"The Standard Bank of South Africa Limited is a South African financial services group and is Africa's biggest lender by assets. The company's corporate headquarters, Standard Bank Centre, is situated in Simmonds Street, Johannesburg."
317,Cathay Financial,14.057,14.4,1.8112,230.257,318,Financials,Life & Health Insurance,Asia,Taiwan,Taiwan,,Hong Tsai,http://www.forbes.com/companies/cathay-financial/,0.00786599321627573,0.12577777777777802,"Cathay United Bank (Chinese: 國泰世華銀行; pinyin: Guótài Shìhuá Yínháng) is one of the largest commercial banks in Taiwan, with a capital value of TW$67 billion (approximately US$2.23 billion) and more than 165 branches located throughout Taiwan. It is part of the Cathay Financial Holding.

"
318,Northrop Grumman,36.37,23.526,1.99,24.454,319,Industrials,Aerospace & Defense,North America,United States,Virginia,Virginia,Wesley Bush,http://www.forbes.com/companies/northrop-grumman/,0.0813772797906273,0.0845872651534472,"Northrop Grumman Corporation (NYSE: NOC) is an American global aerospace and defense technology company. With 90,000 employees and an annual revenue in excess of $30 billion, it is one of the world's largest weapons manufacturers and military technology providers. The firm ranks No. 96 on the 2020 Fortune 500 list of America's largest corporations.Northrop Grumman and its industry partners have won the Collier Trophy eight times, most recently for developing the X-47B, the first unmanned, autonomous air system to operate from an aircraft carrier. In 2004, its subsidiary Scaled Composites won the trophy for SpaceShipOne, the first privately financed, built, and flown space vehicle.Northrop Grumman currently leads the development of the B-21 Raider, a long-range, stealth strategic bomber that can drop conventional and nuclear weapons; it will replace Northrop's own B-2 Spirit, the world's only known stealth bomber. Among its other current projects are development and production of the James Webb Space Telescope, an orbiting observatory slated for launch in 2021; and production of the solid rocket boosters for NASA's Space Launch System program. It was the sole bidder on the Air Force's Ground Based Strategic Deterrent program, which aims to develop and build a new intercontinental ballistic missile."
319,SingTel,46.722,12.511,2.8094,30.928,320,Telecommunication Services,Telecommunications services,Asia,Singapore,Singapore,,Sock Chua,http://www.forbes.com/companies/singtel/,0.0908367822038283,0.22455439213492104,"Singapore Telecommunications Limited (commonly abbreviated as Singtel, and previously stylised as SingTel) is a Singaporean multinational telecommunications conglomerate and one of the four major telcos operating in the country.  The company is the largest mobile network operator in Singapore with 4.1 million subscribers and through subsidiaries, has a combined mobile subscriber base of 640 million customers at the end of financial year 2017. The company was known as Telecommunications Equipment until 1995. Singtel provides ISP, IPTV (Singtel TV) and mobile phone networks and fixed line telephony services.
Singtel has expanded aggressively outside its home market and owns shares in many operators of other countries, including full ownership of Australia's second largest telco Optus, 40% of Bharti Airtel, the second largest carrier in India, 35% of Indonesia's Telkomsel, and 23% of Thailand's Advanced Info Service.Singtel controls significant market share in various countries in the Asia-Pacific, including Australia, Indonesia, and Thailand, as well as 82% of the fixed-line market, 47% of the mobile market and 43% of the broadband market in its home country of Singapore. Singtel is also the second-largest company after DBS by market capitalisation listed on the Singapore Exchange and is majority owned by Temasek Holdings, the investment arm of the Government of Singapore. Singtel is an active investor in innovation companies through its Singtel Innov8 subsidiary, founded in 2011 with a S$300 million start up capital."
320,Linde,28.31,19.898,1.2742,40.461,321,Materials,Diversified Chemicals,Europe,Germany,Germany,,Wolfgang Büchele,http://www.forbes.com/companies/linde/,0.0314920540767653,0.0640365865916172,"Linde plc is an American-Anglo-German multinational chemical company with global headquarters in Guildford, Surrey. It is the largest industrial gas company by market share and revenue. It serves customers in the healthcare, petroleum refining, manufacturing, food, beverage carbonation, fiber-optics, steel making, aerospace, chemicals, electronics and water treatment industries. The company's primary business is the manufacturing and distribution of atmospheric gases, including oxygen, nitrogen, argon, rare gases, and process gases, including carbon dioxide, helium, hydrogen, electronic gases, specialty gases, and acetylene.The company is a member of the Hydrogen Council, a group of companies investing in hydrogen vehicles. The company expects hydrogen vehicles to compete with electric vehicles such as those produced by Tesla, Inc. and has invested in wind powered plants that convert water to hydrogen. The company was formed by the merger of Linde AG of Germany (founded in 1879) and Praxair (founded in 1907 as Linde Air Products Company) of the United States in 2018.
The company is ranked 444th on the Fortune Global 500 and 178th on the Forbes Global 2000."
321,Poly Real Estate,15.158,19.444000000000003,1.9646,63.787,322,Financials,Real Estate,Asia,China,China,,Ming Zhu,http://www.forbes.com/companies/poly-real-estate/,0.0307993791838462,0.101038880888706,"Poly Real Estate Group Co., Ltd. is a Chinese real estate developer, and a subsidiary of state-owned China Poly Group. It principally engaged in the design, development, construction and sale of residential and commercial properties, as well as the provision of property management services. It is engaged in residential and commercial property development and property management services in China.
Poly Real Estate is headquartered in Guangzhou, Guangdong Province. It was listed on the Shanghai Stock Exchange on 31 July 2006. Poly Real Estate is a consistent of blue chip indexes SSE 50 Index, FTSE China A50 Index and other indexes.
In 2015 Poly Real Estate launched Poly Global, a subsidiary that focuses on international developments. Poly Global began its operations initially in Australia as Poly Australia, and since then operations have expanded into the UK and USA. Poly Global's headquarters is in Hong Kong with offices in Sydney, Melbourne, Brisbane, London and Los Angeles."
322,Greenland Holdings Group,24.230999999999998,20.968000000000004,0.773,90.545,323,Financials,Real Estate,Asia,China,China,,Jian Huang,http://www.forbes.com/companies/greenland-holdings-group/,0.00853719145176432,0.0368657001144601,"Greenland Holdings Corp., Ltd. known as Greenland Group is a Chinese real estate developer. It was founded as a state-owned enterprise. As of 31 December 2016, the top 10 shareholders of the listed company owned a combined 88% shares, with some state-owned enterprises having invested in Greenland via private equity funds.
As of 2014, it owned about US$58 billion in assets. By the company's own estimate, in 2014 it was the largest real estate developer in the world by floor space under construction and sales revenue.It was created in 1992 to develop green belts around Shanghai. Starting around 2013, it began to make major investments in developments outside of China. As of 2014, these include Metropolis Los Angeles in Los Angeles, Spire London, a 235-metre residential skyscraper in the London Docklands, Greenland Centre Sydney in Sydney, Atlantic Yards in New York, and an 872 unit condo plus 122 room hotel complex in Toronto.In 2014 the company took over Shanghai Jinfeng Investment (Chinese: 上海金丰投资) as part of a backdoor listing. Since June 2017, it has been part of Shanghai Stock Exchange's blue chip index: SSE 50 Index."
323,Huaneng Power International,16.291,20.333,2.2048,46.563,323,Utilities,Electric Utilities,Asia,China,China,,Pei Cao,http://www.forbes.com/companies/huaneng-power-international/,0.0473509009299229,0.10843456450105698,"Huaneng Power International, Inc. (HPI), commonly known as Huaneng Power, is a Chinese electric power company. It was established in 1994 by the China Huaneng Group, one of the five largest power producers in China. It engages in the development, construction and operation of large power plants.As of 31 May 2018, the market capitalization of its H share was HK$28.484 billion. As of 31 December 2017, about 30.92% of total share capital are ""foreign share"" (H share plus American depositary share), while the rest were domestic share (A share).Huaneng Power's H share is a component of Hang Seng China Enterprises Index, representing 50 largest H share companies on the Stock Exchange of Hong Kong. However, under different selection criteria, Huaneng Power's A share is a component of SSE SmallCap Index since May 2018, an index for next 320 shares that were not included in SSE 180 Index.
Huaneng Power was ranked 745th in 2018 Forbes Global 2000."
324,Discover Financial Services,23.406,10.062999999999999,2.276,88.09299999999999,325,Financials,Consumer Financial Services,North America,United States,Illinois,Illinois,David Nelms,http://www.forbes.com/companies/discover-financial-services/,0.0258363320581658,0.22617509688959603,"Discover Financial Services is an American financial services company that owns and operates Discover Bank, which offers checking and savings accounts, personal loans, home equity loans, student loans and credit cards. It also owns and operates the Discover and Pulse networks, and owns Diners Club International. Discover Card is the third largest credit card brand in the United States, when measured by cards in force, with nearly 50 million cardholders. Discover is currently headquartered in the Chicago suburb of Riverwoods, Illinois."
325,Humana,26.123,54.288999999999994,1.276,25.15,326,Health Care,Managed Health Care,North America,United States,Kentucky,Kentucky,Bruce Broussard,http://www.forbes.com/companies/humana/,0.0507355864811133,0.0235038405570189,"Humana Inc. is a for-profit American health insurance company based in Louisville, Kentucky. As of 2020 Humana had over 20 million members in the U.S., reported a 2019 revenue of US$56.9 billion, and had 46,000 employees. In 2020, the company ranked 52 on the Fortune 500 list, which made it the highest ranked (by revenues) company based in Kentucky. It has been the third largest health insurance in the nation.The health insurer Aetna said on July 3, 2015, that it had agreed to acquire its smaller rival Humana for $37 billion in cash and stock but walked away from the deal after a court ruling that the merger would be anti-competitive.

"
326,Emerson Electric,35.674,21.429000000000002,2.5340000000000003,21.552,327,Industrials,Electrical Equipment,North America,United States,Missouri,Missouri,David Farr,http://www.forbes.com/companies/emerson-electric/,0.11757609502598401,0.11825096831396699,"Emerson Electric Co. is an American multinational corporation headquartered in Ferguson, Missouri, United States. The Fortune 500 company manufactures products and provides engineering services for a wide range of industrial, commercial, and consumer markets.
Emerson has approximately 88,000 employees and 205 manufacturing locations worldwide.

"
327,Qatar National Bank,32.698,6.5920000000000005,3.1459,151.11,328,Financials,Regional Banks,Asia,Qatar,Qatar,,Ali Al-Kuwari,http://www.forbes.com/companies/qatar-national-bank/,0.02081860896036,0.477229975728155,"Qatar National Bank (QNB Group) (Arabic: بنك قطر الوطني‎) is a Qatari commercial bank headquartered in Doha, Qatar.  It was founded in 1964 and currently has subsidiaries and associates in 31 countries spanning three continents. The bank's ownership is evenly divided between the Qatar Investment Authority and members of the public.

"
328,PG&E,28.233,16.833,0.888,65.79899999999999,329,Utilities,Electric Utilities,North America,United States,California,California,Anthony Earley,http://www.forbes.com/companies/pge/,0.0134956458304837,0.0527535198716806,"The Pacific Gas and Electric Company (PG&E) is an American investor-owned utility (IOU) with publicly-traded stock. The company is headquartered in the Pacific Gas & Electric Building, in San Francisco, California, United States. PG&E provides natural gas and electricity to most of the northern two-thirds of California, from Bakersfield and the north side of Santa Barbara County, to near the state line with Oregon and Nevada, which represents 5.2 million households.Overseen by the California Public Utilities Commission; PG&E is the leading subsidiary of the holding company PG&E Corporation, which has a market capitalization of $3.242 billion as of January 16, 2019. It was founded by George H. Roe after California's Gold Rush and by 1984 was the United States' ""largest electric utility business"". PG&E is one of six regulated, investor-owned electric utilities (IOUs) in California; the other five are PacifiCorp, Southern California Edison, San Diego Gas & Electric, Bear Valley Electric, and Liberty Utilities.In 2018 and 2019, the company received widespread media attention when critics assigned the company primary blame for two separate devastating wildfires in California, leading to a loss in federal court and a formal finding of liability on their part. On January 14, 2019, PG&E announced that it was filing for Chapter 11 bankruptcy in response to the financial challenges associated with the catastrophic wildfires that it was liable for in Northern California that occurred in 2017 and 2018. The company hoped to come out of bankruptcy by June 30, 2020, and was successful on Saturday, June 20, 2020, when U.S. Bankruptcy Judge Dennis Montali issued the final approval of the plan for PG&E to exit bankruptcy."
329,Fuji Heavy Industries,27.645,26.728,3.3809,20.195,330,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,Japan,,Yasuyuki Yoshinaga,http://www.forbes.com/companies/fuji-heavy-industries/,0.167412725922258,0.126492816521999,"Subaru Corporation (Japanese: 株式会社SUBARU, Hepburn: Kabushiki-gaisha Subaru), formerly known as Fuji Heavy Industries, Ltd. (Japanese: 富士重工業株式会社, Hepburn: Fuji Jūkōgyō Kabushiki-gaisha) (FHI) from 1953 to 2017, is a Japanese multinational corporation and conglomerate primarily involved in both terrestrial and aerospace transportation manufacturing. It is best known for its line of Subaru automobiles. The company's aerospace division serves as a defense contractor to the Japanese government, manufacturing Boeing and Lockheed Martin helicopters and airplanes under license. This same division is a global development and manufacturing partner to both companies.

"
330,Merck,40.010999999999996,14.244000000000002,1.2362,42.13399999999999,330,Health Care,Pharmaceuticals,Europe,Germany,Germany,,Stefan Oschmann,http://www.forbes.com/companies/merck/,0.0293397256372526,0.0867874192642516,"Merck & Co., Inc., d.b.a. Merck Sharp & Dohme (MSD) outside the United States and Canada, is an American multinational pharmaceutical company and one of the largest pharmaceutical companies in the world. Merck is incorporated in New Jersey.In 1887 a German-born, long-time Merck employee, Theodore Weicker, went to the United States to represent the Darmstadt firm. In 1891, with a capital of $200,000 received from E. Merck, Weicker started the American Merck & Co, with headquarters in lower Manhattan. That year George Merck, the twenty-three-year- old son of the then head of E. Merck (and grandson of the founder) joined Weicker in New York. The company was established as the United States subsidiary of the German company Merck, which was founded in 1668 by the Merck family. Merck & Co. was expropriated by the US government during World War I and subsequently established as an independent American company in 1917. While it operates as Merck & Co. in the United States and Canada, the original Merck based in Darmstadt holds the rights to the Merck name everywhere else. Merck & Co. is the world's seventh largest pharmaceutical company by market capitalization and revenue. Its headquarters is located in Kenilworth, New Jersey. The company ranked No. 69 in the 2020 Fortune 500 list of the largest United States corporations by total revenue.Merck & Co. publishes The Merck Manuals, a series of medical reference books for physicians, nurses, technicians, and veterinarians. These include the Merck Manual of Diagnosis and Therapy, the world's best-selling medical reference. The Merck Index, a compendium of chemical compounds, was formerly published by Merck & Co. before being acquired by the Royal Society of Chemistry in 2012."
331,United Overseas Bank,23.355,7.733,2.3334,222.831,332,Financials,Regional Banks,Asia,Singapore,Singapore,,Ee Wee,http://www.forbes.com/companies/united-overseas-bank/,0.0104716130161423,0.30174576490365995,"United Overseas Bank Limited (commonly known as UOB; simplified Chinese: 大华银行有限公司; traditional Chinese: 大華銀行有限公司; pinyin: Dàhuá Yínháng Yǒuxìan Gōngsī) is a Singaporean multinational banking organisation headquartered in Singapore, with branches mostly found in most Southeast Asian countries. Founded in 1935 as United Chinese Bank (UCB, Chinese name the same) by Sarawak businessman Wee Kheng Chiang, the bank was set up together with a group of Chinese-born businessmen. The bank is the third largest bank in Southeast Asia by total assets.UOB provides commercial and corporate banking services, personal financial services, private banking and asset management services, as well as corporate finance, venture capital, investment, and Insurance services. It has 68 branches in Singapore and a network of more than 500 offices in 19 countries and territories in Asia Pacific, Western Europe and North America."
332,Commerzbank,11.754000000000001,18.672,1.1777,587.552,333,Financials,Regional Banks,Europe,Germany,Germany,,Martin Zielke,http://www.forbes.com/companies/commerzbank/,0.0020044183323348398,0.0630730505569837,"Commerzbank Aktiengesellschaft is a major German bank operating as a universal bank, headquartered in Frankfurt am Main. In the 2019 financial year, the bank was the second largest in Germany by the total value of its balance sheet. The bank is present in more than 50 countries around the world and provides almost a third of Germany's trade finance. In 2017, it handled 13 million customers in Germany and 5 million customers in Central and Eastern Europe. Commerzbank is a member of the Cash Group.
15% of the shares are owned by the Federal Republic of Germany and 85% are in free float.
The bank has been subject to several corruption investigations, paying $US1.5 billion in fines in 2015.

"
333,Ameriprise Financial,16.817999999999998,12.205,1.5619999999999998,145.342,334,Financials,Investment Services,North America,United States,Minnesota,Minnesota,James Cracchiolo,http://www.forbes.com/companies/ameriprise-financial/,0.0107470655419631,0.127980335927898,"Ameriprise Financial, Inc. is a diversified financial services company and bank holding company incorporated in Delaware and headquartered in Minneapolis, Minnesota. It provides financial planning products and services, including wealth management, asset management, insurance, annuities, and estate planning.In 2019, over 85% of the company's revenues came from wealth management.The company's primary subsidiaries include Ameriprise Financial Services, RiverSource Life Insurance Company, and Columbia Threadneedle Investments, its global asset management brand, and a provider of investments to institutional and retail clients.
Ameriprise was formerly a division of American Express, which completed the corporate spin-off of the company in September 2005.
The company is ranked 249th on the Fortune 500. It is on the list of largest banks in the United States. It is also the 9th largest independent broker-dealer based on assets under management. It is one of the largest financial planning companies in the United States and is among the 25 largest asset managers in the world. It is ranked 8th in long-term mutual fund assets in the U.S., fourth in retail funds in the U.K., and 27th in global assets under management.

"
334,Haitong Securities,25.08,8.693999999999999,2.5246,88.772,334,Financials,Investment Services,Asia,China,China,,Qiu Qu,http://www.forbes.com/companies/haitong-securities/,0.0284391474789348,0.29038417299286895,"Haitong Securities is a securities firm in China, providing services in stocks and futures brokerage, as well as investment banking, corporate finance, M&A, asset management, mutual fund, and private equity.
Haitong was listed on the Shanghai Stock Exchange in July 2007 and has a market capitalization of more than $17.9 billion.

"
335,Reckitt Benckiser Group,68.015,13.558,2.6630000000000003,22.504,336,Consumer Staples,Household/Personal Care,Europe,United Kingdom,United Kingdom,,Rakesh Kapoor,http://www.forbes.com/companies/reckitt-benckiser-group/,0.118334518307856,0.196415400501549,"Reckitt Benckiser Group plc (RB) is a British multinational consumer goods company headquartered in Slough, England. It is a producer of health, hygiene and home products. The company was formed in March 1999 by the merger of British company Reckitt & Colman plc and Dutch company Benckiser N.V.
RB's brands include the antiseptic brand Dettol, the analgesic Disprin, the sore throat medicine Strepsils, the hair removal brand Veet, the immune support supplement Airborne, the indigestion remedy Gaviscon, the baby food brand Mead Johnson, the air freshener Air Wick, and other brands and products like: Calgon, Clearasil, Cillit Bang, Durex, Lysol, Mycil, Enfamil, Nutramigen and Vanish.

"
336,PTT PCL,25.27,59.141000000000005,0.5605,61.373999999999995,337,Energy,Oil & Gas Operations,Asia,Thailand,Thailand,,Tevin Vongvanich,http://www.forbes.com/companies/ptt-pcl/,0.00913253169094405,0.009477350738066659,"PTT Public Company Limited or simply PTT (Thai: ปตท.) is a Thai state-owned SET-listed oil and gas company.  Formerly known as the Petroleum Authority of Thailand, it owns extensive submarine gas pipelines in the Gulf of Thailand, a network of LPG terminals throughout the kingdom, and it is involved in electricity generation, petrochemical products, oil and gas exploration and production, and gasoline retailing businesses.Affiliated companies include PTT Exploration and Production, PTT Global Chemical,  PTT Asia Pacific Mining, and PTT Green Energy.
PTT is the largest corporation in the country and also the only company from Thailand listed in Fortune Global 500 companies. The company ranks 81st among top 500 on the Fortune 500, and 180 on the Forbes 2000. PTT was founded in 1978 (as Petroleum Authority of Thailand) as a state-owned enterprise, under Prime Minister General Kriangsak Chomanan's government. It was formed by a coupling between Thai Fuel Organization (Thai: องค์การเชื้อเพลิง) under Defense Energy Department and Thai Natural Gas Organization (Thai:  องค์การก๊าซธรรมชาติแห่งประเทศไทย) under Ministry of Industry."
337,SEB,21.724,8.149,1.9654,296.06,338,Financials,Regional Banks,Europe,Sweden,Sweden,,Annika Falkengren,http://www.forbes.com/companies/seb/,0.00663851921907721,0.241182967235244,"Groupe SEB (Société d'Emboutissage de Bourgogne) is a large French consortium that produces small appliances, and it's the world's largest manufacturer of cookware. Notable brand names associated with Groupe SEB include All-Clad, IMUSA , Krups, Moulinex, Rowenta, Tefal (including OBH Nordica) and WMF Group. According to the Groupe SEB website, they have faced considerable competition from low-price Chinese competitors, but have managed to maintain a constant sales level. A large proportion of their product lines are now manufactured in China. Its headquarters are in Ecully, a Lyon suburb.

"
338,NN Group,11.492,15.289000000000001,1.7366,175.889,339,Financials,Life & Health Insurance,Europe,Netherlands,Netherlands,,Eilard Friese,http://www.forbes.com/companies/nn-group/,0.00987327234790123,0.113584930342076,"NN Group N.V. is the parent company of NN Investment Partners and Nationale-Nederlanden (Dutch pronunciation: [nɑ(t)ʃionaːlə neːdərlɑnde(n)]). Nationale-Nederlanden is one of the largest insurance and asset management companies in the Netherlands.  NN Group is headquartered in The Hague, its office in Rotterdam is located in the skyscraper Gebouw Delftse Poort, which was the tallest skyscraper in the Netherlands until 2009. Aside from these two offices, the company has an office in Ede (former RVS) but no other main offices in the Netherlands, instead NN mainly relies on independent intermediaries for selling insurance.
On 23 December 2016, NN Group reached an agreement to acquire competitor Delta Lloyd Group for 2.5 billion euro.

"
339,China Resources Land,17.425,13.665999999999999,2.2609,50.223,340,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Yong Tang,http://www.forbes.com/companies/china-resources-land/,0.0450172231845967,0.16543977755012398,"China Resources Land Limited is a property developer of China Resources Group. Its business is the development and management of residential and investment properties in Mainland China major cities including Beijing, Shanghai, Shenzhen, Chengdu, Wuhan and Hefei, Hangzhou, Wuxi, Dalian, Ningbo, Changsha, Suzhou, Chongqing and Shenyang. It was listed on the Hong Kong Stock Exchange as red chip stock in 1996.
Through its subsidiaries, China Resources Land is engaged in property development, investment and management, and construction and decoration services. China Resources Land's residential projects include Oak Bay, Phoenix City Phase 3, Phoenix Plaza, The Bund Side, Jade City, Phoenix City, Wuhan Phoenix City, Hefei French Annecy and Wuxi Taihu International Community.
China in 2003 had 123.4 million hectares of cultivated land, 11.1 million hectares of gardens, 234 million  hectares of forest land, 263.1 million hectares of grassland, 25.5083 million hectares of land for other agricultural uses, 25.3542 million hectares of land for residential, industrial and mining uses, 2.1 million hectares of land for communication and transportation uses and 3.5653 million hectares of land for water conservancy facilities."
340,Fannie Mae,2.003,111.954,10.954,3221.917,341,Financials,Investment Services,North America,United States,District of Columbia,District of Columbia,Tim Mayopoulos,http://www.forbes.com/companies/fannie-mae/,0.00339983928822499,0.09784375725744501,"The Federal National Mortgage Association (FNMA), commonly known as Fannie Mae, is a United States government-sponsored enterprise (GSE) and, since 1968, a publicly traded company. Founded in 1938 during the Great Depression as part of the New Deal, the corporation's purpose is to expand the secondary mortgage market by securitizing mortgage loans in the form of mortgage-backed securities (MBS), allowing lenders to reinvest their assets into more lending and in effect increasing the number of lenders in the mortgage market by reducing the reliance on locally based savings and loan associations (or ""thrifts""). Its brother organization is the Federal Home Loan Mortgage Corporation (FHLMC), better known as Freddie Mac. As of 2018, Fannie Mae is ranked number 21 on the Fortune 500 rankings of the largest United States corporations by total revenue."
341,Southwest Airlines,30.176,20.232,2.242,22.241,342,Industrials,Airline,North America,United States,Texas,Texas,Gary Kelly,http://www.forbes.com/companies/southwest-airlines/,0.10080481992716199,0.11081455120601,"Southwest Airlines Co. is a major American airline headquartered in Dallas, Texas, and is the world's largest low-cost carrier.
The airline was established on March 15, 1967, by Herb Kelleher as Air Southwest Co. and adopted its current name, Southwest Airlines Co., in 1971, when it began operating as an intrastate airline wholly within the state of Texas, first flying between Dallas, Houston and San Antonio. The airline has nearly 60,000 employees and operates about 4,000 departures a day during peak travel season.As of 2018, Southwest carried the most domestic passengers of any United States airline. The airline has scheduled service to 103 destinations in the United States and ten additional countries. In late 2020, Southwest began announcing a series of expansions to several new airports, such as Palm Springs International Airport, and the return to several previously exited airports such as Jackson–Medgar Wiley Evers International Airport.

"
342,Aegon,13.0,32.983000000000004,0.6871,441.291,343,Financials,Diversified Insurance,Europe,Netherlands,Netherlands,,Alexander Wynaendts,http://www.forbes.com/companies/aegon/,0.00155702246363511,0.0208319437285875,"Aegon Life Insurance Company (formerly known as Aegon Religare Life Insurance Company) is an Indian life insurance company, founded in 2008 with headquarters in Mumbai, India, offering individual and group insurance online and offline.It is a joint venture between Dutch Aegon N.V., a multinational insurance, pensions and asset management company, and The Times Group (also called Bennett Coleman & Co. Ltd), one of India’s largest media conglomerates.

"
343,Macquarie Group,17.629,11.197000000000001,1.4681,146.833,343,Financials,Investment Services,Australia,Australia,Australia,,Nicholas Moore,http://www.forbes.com/companies/macquarie-group/,0.009998433594627909,0.13111547736000698,"Macquarie Group Limited () is an Australian multinational independent investment bank and financial services company. Headquartered and listed in Australia (ASX: MQG), Macquarie employs more than 14,000 staff in 25 countries, is the world's largest infrastructure asset manager and Australia's top ranked mergers and acquisitions adviser, with more than A$495 billion in assets under management. The company's operating groups include Macquarie Asset Management and Macquarie Capital. 
Macquarie holds a number of licences enabling it to conduct activities in the jurisdictions in which it operates and is regulated by a significant number of regulators globally. In Australia, Macquarie Bank Limited holds a banking licence and as an authorised deposit-taking institution (ADI), is supervised by the Australian Prudential Regulation Authority (APRA).  Other key Australian regulators include the Australian Securities & Investments Commission (ASIC) and AUSTRAC.  Globally, key regulators include the UK FCA and PRA; US CFTC, FINRA, NFA, FERC, SEC and Federal Reserve Board; IIROC; MAS; Hong Kong SFC; HKMA; SEBI; Japan FSA; Korean FSS; and New Zealand FMA.
Macquarie's philanthropic arm, the Macquarie Group Foundation, has contributed more than A$330 million globally since 1985 with its community investment strategy “to support social innovation, and to strengthen the impact of non-profit organisations by funding capacity building and collaboration.”. Recipients include the Clontarf Foundation and The Centre for Social Impact.
The firm's collection of artworks, the Macquarie Group Collection, established in 1987 to support emerging artists and displayed in more than 30 Macquarie offices worldwide, is one of world's largest corporate collections of Australian art comprising more than 750 individual works."
