,Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,description
347,United Overseas Bank,27.526,7.744,2.5549,231.576,348,Financials,Regional Banks,Asia,Singapore,Singapore,,Ee Wee,http://www.forbes.com/companies/united-overseas-bank/,0.0110326631429855,0.329919938016529,"United Overseas Bank Limited (commonly known as UOB; simplified Chinese: 大华银行有限公司; traditional Chinese: 大華銀行有限公司; pinyin: Dàhuá Yínháng Yǒuxìan Gōngsī) is a Singaporean multinational banking organisation headquartered in Singapore, with branches mostly found in most Southeast Asian countries. Founded in 1935 as United Chinese Bank (UCB, Chinese name the same) by Sarawak businessman Wee Kheng Chiang, the bank was set up together with a group of Chinese-born businessmen. The bank is the third largest bank in Southeast Asia by total assets.UOB provides commercial and corporate banking services, personal financial services, private banking and asset management services, as well as corporate finance, venture capital, investment, and Insurance services. It has 68 branches in Singapore and a network of more than 500 offices in 19 countries and territories in Asia Pacific, Western Europe and North America."
348,Indian Oil,14.607999999999999,74.25399999999999,1.1724,44.653,349,Energy,Oil & Gas Operations,Asia,India,India,,Ashok Balasubramanian,http://www.forbes.com/companies/indian-oil/,0.0262557946834479,0.0157890484014329,"Indian Oil Corporation Limited (IOCL), d/b/a IndianOil, is an Indian public sector oil and gas company headquartered in New Delhi. It is the largest commercial oil company in the country, with a net profit of ₹19,106 crore (US$2.848 billion) for the financial year 2016–17. It is ranked 1st in Fortune India 500 list for year 2016 and 117th in Fortune Global 500 list of world's largest companies in the year 2019. As of 31 March 2017 IndianOil's employee strength is 33,135, out of which 16,545 are in the officer cadre. It is India's largest downstream oil company, a turnover of  ₹5,06,428 crore and a net profit of  ₹21,346 crore in 2017–18.IndianOil's business interests overlap the entire hydrocarbon value-chain, including refining, pipeline transportation, marketing of petroleum products, exploration and production of crude oil, natural gas and petrochemicals.IndianOil has ventured into alternative energy and globalisation of downstream operations. It has subsidiaries in Sri Lanka (Lanka IOC), Mauritius (IndianOil (Mauritius) Ltd) and the Middle East (IOC Middle East FZE).In May 2018, IOCL became India's most profitable state-owned company for the second consecutive year, with a record profit of ₹21,346 crores in 2017–18, followed by Oil and Natural Gas Corporation, whose profit stood at ₹19,945 crores. In February 2020, the company signed a deal with the Russian oil company Rosneft to buy 40,000 barrels per day of crude in year 2020.  By 1 April 2020, IndianOil was in absolute readiness to launch BS-VI (Bharat Stage VI) fuels in all its retail outlets in Telangana and adopt world-class emission norms."
349,Holcim,24.894000000000002,20.875999999999998,1.4059,39.938,350,Materials,Construction Materials,Europe,Switzerland,Switzerland,,Bernard Fontana,http://www.forbes.com/companies/holcim/,0.0352020631979568,0.0673452768729642,"Holcim is a Swiss-based global building materials and aggregates company.  Founded in 1912, the company expanded into France and then throughout Europe and Middle East during the 1920s.  They expanded in the Americas during the 1950s and went public in 1958. The company continued to expand in Latin America and added Asian divisions during the 1970s and 1980s. A series of mergers and buyouts made Holcim one of the two largest cement manufacturers worldwide by 2014, roughly tied with rival Lafarge.  In April 2014, the two companies agreed to a US$60 billion ""merger of equals"". The companies merged on 10 July 2015 to form LafargeHolcim as the new holding company.
As of 2014, Holcim does business in more than 70 countries and employs 71,000 people.  The company is the market leader in cement production in Australia, Azerbaijan, India, Slovakia, Switzerland, and Latin America.

"
350,Carnival,37.418,15.829,1.3,38.714,351,Consumer Discretionary,Hotels & Motels,North America,United States,Florida,Florida,Arnold Donald,http://www.forbes.com/companies/carnival/,0.0335795836131632,0.0821277402236402,"Carnival Corporation & plc is a British-American cruise operator, currently the world's largest travel leisure company, with a combined fleet of over 100 vessels across 10 cruise line brands. A dual-listed company, Carnival is composed of two companies, Panama-incorporated US-headquartered Carnival Corporation and UK-based Carnival plc, which function as one entity. Carnival Corporation is listed on the New York Stock Exchange and Carnival plc is listed on the London Stock Exchange. Carnival is listed in both the S&P 500 and FTSE 250 indices.The Panama-incorporated entity Carnival Corporation has headquarters in the United States, with operational headquarters located in the city of Doral, Florida. The UK entity Carnival plc is based in Southampton."
351,Fannie Mae,2.9760000000000004,122.346,14.208,3248.176,351,Financials,Investment Services,North America,United States,District of Columbia,District of Columbia,Timothy J,http://www.forbes.com/companies/fannie-mae/,0.00437414721369778,0.116129665048306,"The Federal National Mortgage Association (FNMA), commonly known as Fannie Mae, is a United States government-sponsored enterprise (GSE) and, since 1968, a publicly traded company. Founded in 1938 during the Great Depression as part of the New Deal, the corporation's purpose is to expand the secondary mortgage market by securitizing mortgage loans in the form of mortgage-backed securities (MBS), allowing lenders to reinvest their assets into more lending and in effect increasing the number of lenders in the mortgage market by reducing the reliance on locally based savings and loan associations (or ""thrifts""). Its brother organization is the Federal Home Loan Mortgage Corporation (FHLMC), better known as Freddie Mac. As of 2018, Fannie Mae is ranked number 21 on the Fortune 500 rankings of the largest United States corporations by total revenue."
352,Huaneng Power International,19.035,20.205,1.7118,44.108999999999995,353,Utilities,Electric Utilities,Asia,China,China,,Liu Guoyue,http://www.forbes.com/companies/huaneng-power-international/,0.0388084064476637,0.0847216035634744,"Huaneng Power International, Inc. (HPI), commonly known as Huaneng Power, is a Chinese electric power company. It was established in 1994 by the China Huaneng Group, one of the five largest power producers in China. It engages in the development, construction and operation of large power plants.As of 31 May 2018, the market capitalization of its H share was HK$28.484 billion. As of 31 December 2017, about 30.92% of total share capital are ""foreign share"" (H share plus American depositary share), while the rest were domestic share (A share).Huaneng Power's H share is a component of Hang Seng China Enterprises Index, representing 50 largest H share companies on the Stock Exchange of Hong Kong. However, under different selection criteria, Huaneng Power's A share is a component of SSE SmallCap Index since May 2018, an index for next 320 shares that were not included in SSE 180 Index.
Huaneng Power was ranked 745th in 2018 Forbes Global 2000."
353,SK Hynix,29.994,16.269000000000002,3.9856,24.458000000000002,354,Information Technology,Semiconductors,Asia,South Korea,South Korea,,Seong-Wook Park,http://www.forbes.com/companies/sk-hynix/,0.16295690571592097,0.244981252689163,"SK hynix Inc. (KRX: 000660) is a South Korean memory semiconductor supplier of dynamic random-access memory (DRAM) chips and flash memory chips. Hynix is the world's second-largest memory chipmaker (after Samsung Electronics) and the world's 3rd-largest semiconductor company.  Founded as Hyundai Electronic Industrial Co., Ltd. in 1983 and known as Hyundai Electronics, the company has manufacturing sites in Korea, the United States, China and Taiwan. In 2012, when SK Telecom became its major shareholder, Hynix merged to SK Group (the third largest conglomerate in South Korea). 
Hynix memory is used by Apple in some of their iMac, MacBook and MacBook Pro computers. Apple's A9 chipset is onboard together with an SK hynix RAM module believed to be ""likely the same 2 GB LPDDR4 mobile DRAM found in the iPhone 6s"". Hynix memory is also used by Asus in their Google-branded Nexus 7 tablet (both 2012 and 2013 models), an OEM provider for IBM System x servers, and is used in desktop PCs and laptops as well as the Asus Eee PC, Dell, HP Inc., and Hewlett Packard Enterprise (formerly Hewlett-Packard) have also used Hynix memory as OEM equipment. Other products that use Hynix memory include DVD players, cellular phones, set-top boxes, personal digital assistants, networking equipment, and hard disk drives.

"
354,Micron Technology,29.551,16.948,3.8930000000000002,23.818,355,Information Technology,Semiconductors,North America,United States,Idaho,Idaho,D Durcan,http://www.forbes.com/companies/micron-technology/,0.16344781257872198,0.229702619778145,"Micron Technology, Inc. is an American producer of computer memory and computer data storage including dynamic random-access memory, flash memory, and USB flash drives. It is headquartered in Boise, Idaho. Its consumer products are marketed under the brands Crucial  and Ballistix. Micron and Intel together created IM Flash Technologies, which produces NAND flash memory. It owned Lexar between 2006 and 2017."
355,Takeda Pharmaceutical,39.345,16.887999999999998,1.0648,38.812,356,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Christophe Weber,http://www.forbes.com/companies/takeda-pharmaceutical/,0.0274348139750593,0.0630506868782567,"The Takeda Pharmaceutical Company Limited (武田薬品工業株式会社, Takeda Yakuhin Kōgyō kabushiki gaisha) [takeꜜda jakɯçiŋ koꜜːɡʲoː] is a Japanese multinational pharmaceutical and biopharmaceutical company. It is the largest pharmaceutical company in Asia and one of the top 20 largest pharmaceutical companies in the world by revenue (top 10 following merger with Shire). The company has over 49,578 employees worldwide and achieved US $19.299 billion in revenue during the 2018 fiscal year. The company is focused on metabolic disorders, gastroenterology, neurology, inflammation, as well as oncology through its independent subsidiary, Takeda Oncology. Its headquarters is located in Chuo-ku, Osaka, and it has an office in Nihonbashi, Chuo, Tokyo.
In January 2012, Fortune Magazine ranked the Takeda Oncology Company as one of the 100 best companies to work for in the United States."
356,Toshiba,17.335,63.172,0.7942,58.184,356,Information Technology,Electronics,Asia,Japan,Japan,,Hisao Tanaka,http://www.forbes.com/companies/toshiba/,0.0136498006324763,0.0125720255809536,"Toshiba Corporation (株式会社東芝, Kabushiki gaisha Tōshiba, English: ) is a Japanese multinational conglomerate headquartered in Minato, Tokyo. Its diversified products and services include power, industrial and social infrastructure systems, elevators and escalators, electronic components, semiconductors, hard disk drives, printers, batteries, lighting, as well as IT solutions such as quantum cryptography. It was one of the biggest manufacturers of personal computers, consumer electronics, home appliances, and medical equipment. As a semiconductor company and the inventor of flash memory, Toshiba had been one of the top 10 in the chip industry until its flash memory unit was spun off as Toshiba Memory, later Kioxia, in the late 2010s.Toshiba was founded in 1939 as Tokyo Shibaura Denki K.K. (Tokyo Shibaura Electric Co., Ltd) through the merger of Shibaura Seisaku-sho (founded in 1875) and Tokyo Denki (founded in 1890). The company name was officially changed to Toshiba Corporation in 1978. It is listed on the Tokyo Stock Exchange, where it was a constituent of the Nikkei 225 and TOPIX indices (leaving both in August 2018), the Nagoya Stock Exchange, and the London Stock Exchange.
A technology company with a long history and sprawling businesses, Toshiba has been a household name in Japan and looked upon as a symbol of the country's technological prowess, though its reputation was heavily damaged following the accounting scandal in 2015 and the bankruptcy of Westinghouse in 2017, by when it had to shed a myriad number of its valuable or underperforming businesses, essentially eradicating the company's century-long presence in consumer markets."
357,Discover Financial Services,25.787,9.514,2.307,83.427,358,Financials,Consumer Financial Services,North America,United States,Illinois,Illinois,David Nelms,http://www.forbes.com/companies/discover-financial-services/,0.0276529181200331,0.24248475930208102,"Discover Financial Services is an American financial services company that owns and operates Discover Bank, which offers checking and savings accounts, personal loans, home equity loans, student loans and credit cards. It also owns and operates the Discover and Pulse networks, and owns Diners Club International. Discover Card is the third largest credit card brand in the United States, when measured by cards in force, with nearly 50 million cardholders. Discover is currently headquartered in the Chicago suburb of Riverwoods, Illinois."
358,Standard Life,14.125,27.326999999999998,0.8282,326.029,359,Financials,Life & Health Insurance,Europe,United Kingdom,United Kingdom,,David Nish,http://www.forbes.com/companies/standard-life/,0.00254026482306789,0.0303070223588392,"Standard Life Aberdeen plc (formerly Standard Life plc), is a United Kingdom-based global investment company headquartered in Edinburgh, Scotland. In March 2017, Standard Life reached an agreement to merge with the investment company Aberdeen Asset Management. Standard Life was renamed Standard Life Aberdeen on 14 August 2017. It is listed on the London Stock Exchange and is a constituent of the FTSE 100 Index.
The company's asset management arm operates under the Aberdeen Standard Investments brand. It is the largest active asset manager in the UK, with investments in equities, multi-asset, fixed income, real estate and private markets."
359,Monsanto,55.747,14.927999999999999,2.37,22.401999999999997,360,Materials,Specialized Chemicals,North America,United States,Missouri,Missouri,Hugh Grant,http://www.forbes.com/companies/monsanto/,0.105794125524507,0.158762057877814,"The Monsanto Company () was an American agrochemical and agricultural biotechnology corporation founded in 1901. In 2018, it was acquired by Bayer as part of its crop science division. It was headquartered in Creve Coeur, Missouri. Monsanto developed Roundup, a glyphosate-based herbicide, in the 1970s, and became a major producer of genetically engineered crops.
Monsanto was one of four groups to introduce genes into plants in 1983, and was among the first to conduct field trials of genetically modified crops in 1987. It was one of the top 10 US chemical companies until it divested most of its chemical businesses between 1997 and 2002, through a process of mergers and spin-offs that focused the company on biotechnology. Monsanto was one of the first companies to apply the biotechnology industry business model to agriculture, using techniques developed by biotech drug companies. In this business model, companies recoup R&D expenses by exploiting biological patents.Monsanto's roles in agricultural changes, biotechnology products, lobbying of government agencies, and roots as a chemical company, resulted in controversies. The company once manufactured controversial products such as the insecticide DDT, PCBs, Agent Orange, and recombinant bovine growth hormone. Its seed patenting model was criticized as biopiracy and a threat to biodiversity as invasive species.In September 2016, Bayer announced its intent to acquire Monsanto for US$66 billion in an all-cash deal. After gaining US and EU regulatory approval, the sale was completed on June 7, 2018. The name Monsanto was no longer used, but Monsanto's previous product brand names were maintained. The company ranked 199th on the 2018 Fortune 500 of the largest United States corporations by revenue.In June 2020, Bayer agreed to pay numerous settlements in lawsuits involving Monsanto products RoundUp, PCBs and dicamba."
360,Lincoln National,14.622,13.785,1.5130000000000001,255.23,361,Financials,Life & Health Insurance,North America,United States,Pennsylvania,Pennsylvania,Dennis Glass,http://www.forbes.com/companies/lincoln-national/,0.0059279865219605795,0.10975698222705801,"Lincoln (formally the Lincoln Motor Company) is the luxury vehicle division of American automobile manufacturer Ford. Marketed among the top luxury vehicle brands in the United States for nearly its entire existence, Lincoln has competed closely against its General Motors counterpart Cadillac. The division has the distinction of establishing the personal luxury car segment with the 1940 Lincoln Continental; more recently, the 1998 Lincoln Navigator was the first full-size luxury SUV.
Lincoln Motor Company was founded in 1917 by Henry M. Leland, naming it after Abraham Lincoln. In February 1922, the company was acquired by Ford, its parent company to this day. Following World War II, Ford formed the Lincoln-Mercury Division, pairing Lincoln with its mid-range Mercury brand; the pairing lasted through the 2010 closure of Mercury. At the end of 2012, Lincoln reverted to its original name, Lincoln Motor Company. Following the divestiture of Premier Automotive Group (Jaguar, Land Rover, Aston Martin and Volvo) and the closure of Mercury, Lincoln remains the sole luxury nameplate of Ford Motor Company. 
Originally founded as a freestanding division above Lincoln, Continental was integrated within Lincoln in 1959. For 1969, the Continental-branded Mark series was marketed through Lincoln, adopting the Lincoln name for 1986. The Lincoln four-point star emblem is derived from a badge introduced on the 1956 Continental Mark II; the current version was introduced in 1980. 
The current product range of Lincoln consists of luxury sedans, crossovers, and sport-utility vehicles. Throughout its entire existence, Lincoln has also produced vehicles for limousine and livery use; several examples have served as official state limousines for Presidents of the United States. 
In 2017, Lincoln sold 188,383 vehicles globally. Outside of North America, Lincoln vehicles are officially sold in the Middle East (except Iran and Syria), China, and South Korea."
361,Teliasonera,27.816999999999997,14.72,2.1122,34.754,362,Telecommunication Services,Telecommunications services,Europe,Sweden,Sweden,,Johan Dennelind,http://www.forbes.com/companies/teliasonera/,0.0607757380445416,0.143491847826087,"Telia Company AB is a Swedish multinational telecommunications company and mobile network operator present in Sweden, Finland, Norway, Denmark, Lithuania, Latvia and Estonia. 
It also runs an international IP backbone network which is ranked number two in the world through Telia Carrier.Telia also owns TV4 Group which includes TV4 in Sweden and MTV in Finland and C More Entertainment after acquiring them in 2019.
The company is headquartered in Stockholm and its stock is traded on the Stockholm Stock Exchange and on the Helsinki Stock Exchange.

"
362,Las Vegas Sands,45.395,14.584000000000001,2.8406,22.362,363,Consumer Discretionary,Casinos & Gaming,North America,United States,Nevada,Nevada,Sheldon Adelson,http://www.forbes.com/companies/las-vegas-sands/,0.127027993918254,0.194775095995612,"Las Vegas Sands Corporation is an American casino and resort company based in Paradise, Nevada, United States. Its resorts feature accommodations, gambling and entertainment, convention and exhibition facilities, restaurants and clubs, as well as an art and science museum in Singapore.
It has several resorts in the United States and Asia. Among its properties in the United States are two resorts on the Las Vegas Strip: The Venetian and The Palazzo.
In Asia, the Marina Bay Sands located in Singapore is the most recent addition to the company's portfolio. Through its majority-owned subsidiary Sands China, the company owns several properties in Macau, including the Sands Macao, Sands Cotai Central, The Venetian Macao, The Plaza Macao, Four Seasons Hotel Macao, and The Parisian Macao. It is the largest casino company worldwide.

"
363,Occidental Petroleum,58.956,19.395,0.616,56.25899999999999,364,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Stephen Chazen,http://www.forbes.com/companies/occidental-petroleum/,0.0109493592136369,0.0317607630832689,"Occidental Petroleum Corporation (often abbreviated Oxy in reference to its ticker symbol and logo) is an American company engaged in hydrocarbon exploration in the United States, the Middle East, and Colombia as well as petrochemical manufacturing in the United States, Canada, and Chile. It is organized in Delaware and headquartered in Houston. The company is ranked 167th on the Fortune 500. In the 2020 Forbes Global 2000, Occidental Petroleum was ranked as the 669th largest public company in the world.In 2018, the company was the 9th largest petroleum producer in Texas."
364,Canadian National Railway,53.492,10.985999999999999,2.8675,27.781,365,Industrials,Railroads,North America,Canada,Canada,,Claude Mongeau,http://www.forbes.com/companies/canadian-national-railway/,0.103218026708902,0.261014017840888,"The Canadian National Railway (French: Canadien National) (reporting mark CN) is a Canadian Class I freight railway headquartered in Montreal, Quebec, which serves Canada and the Midwestern and Southern United States.
CN is Canada's largest railway, in terms of both revenue and the physical size of its rail network, spanning Canada from the Atlantic coast in Nova Scotia to the Pacific coast in British Columbia across approximately 20,400 route miles (32,831 km) of track. In the late 20th century, CN gained extensive capacity in the United States by taking over such railroads as the Illinois Central.
CN is a public company with 24,000 employees, and as of July 2019 it has a market cap of approximately CA$90 billion. CN was government-owned, having been a Canadian Crown corporation from its founding until being privatized in 1995. As of 2019, Bill Gates is the largest single shareholder of CN stock.From 1919 to 1960, the railway was referred to as ""Canadian National Railways"" (CNR)."
365,Sasol,21.913,18.829,3.3569,25.991999999999997,366,Materials,Diversified Chemicals,Africa,South Africa,South Africa,,David Constable,http://www.forbes.com/companies/sasol/,0.129151277316097,0.17828349885814399,"Sasol Limited is an integrated energy and chemical company based in Sandton, South Africa. The company was formed in 1950 in Sasolburg, South Africa and built on processes that were first developed by German chemists and engineers in the early 1900s (see coal liquefaction). Today, Sasol develops and commercialises technologies, including synthetic fuels technologies, and produces different liquid fuels, chemicals and electricity.Sasol is listed on the Johannesburg Stock Exchange (JSE: SOL) and the New York Stock Exchange (NYSE: SSL). Major shareholders include the South African Government Employees Pension Fund, Industrial Development Corporation of South Africa Limited (IDC), Allan Gray Investment Counsel, Coronation Fund Managers, Investec Asset Management, and others. Sasol employs 30,100 people worldwide and has operations in 33 countries. It is the largest corporate taxpayer in South Africa.

"
366,KB Financial Group,13.659,15.567,1.3307,280.54,367,Financials,Regional Banks,Asia,South Korea,South Korea,,Jong-Kyoo Yoon,http://www.forbes.com/companies/kb-financial-group/,0.00474335210665146,0.085482109590801,"KB Kookmin Bank (Korean: KB국민은행) or KB is among the four largest banks ranked by asset value in South Korea at the end of March 2014. It is the largest among banks in Korea and 60th largest in the world by 2017.Current KB Kookmin Bank was formed in Dec, 2000 between old Kookmin Bank and Housing & Commercial Bank. They were both founded by the Korean government in 1960s for special purposes. Kookmin Bank, which specially provided financial service for middle and low income consumers, was privatised in 1995. During the Asian financial crises both banks acquired other financially troubled banks. The merger of two banks was partly due to the government policy to make banks bigger and more stable. After the merger, KB acquired various companies include credit card, insurance and Brokerage firm to transform in to the financial group in 2008. In Sep, 2004, Kookmin Bank said it would restate its 2003 and 2004 earnings after a financial watchdog found the bank avoided $270 million in taxes.

"
367,BNP Paribas,78.408,124.51700000000001,0.2083,2514.192,368,Financials,Major Banks,Europe,France,France,,Jean-Laurent Bonnafé,http://www.forbes.com/companies/bnp-paribas/,8.28496789425788e-05,0.00167286394628846,"BNP Paribas S.A. is a French international banking group. It is the world's 8th largest bank by total assets, and currently operates with a presence in 72 countries. It was formed through the merger of Banque Nationale de Paris (BNP) and Paribas in 2000, but has a corporate identity stretching back to its first foundation in 1848 as a national bank. It is one of three major international French banks, along with Société Générale and Crédit Agricole. The group is listed on the first market of Euronext Paris and a component of the Euro Stoxx 50 stock market index, while it also included in the French CAC 40 index.
With both a retail banking section and investment banking operations, the bank is present on five continents. Its retail banking networks serve more than 30 million customers in its three domestic markets, France, Belgium and Italy, through several brands such as BNL and Fortis. The retail bank also operates in the Mediterranean region and in Africa. In the Americas, it operates in the western United States as Bank of the West. As an investment bank and international financial services provider for corporate and institutional clients, it is present across Europe, the Americas, and Asia.
BNP Paribas is the largest French banking group and the largest bank in the Eurozone. It became one of the five largest banks in the world following the 2008 financial crisis. Despite some legal difficulties in 2014, including being fined the largest ever sum as reparation for violating US sanctions, it remains one of the ten largest banks worldwide.

"
368,Wilmar International,15.235999999999999,43.07899999999999,1.1582,43.558,369,Consumer Staples,Food Processing,Asia,Singapore,Singapore,,Khoon Kuok,http://www.forbes.com/companies/wilmar-international/,0.0265898342439965,0.0268854894496158,"Wilmar International Limited (Chinese: 丰益国际) is a Singaporean food processing and investment holding company that provides management services to its 400+ subsidiary companies. Founded in 1991, it is one of Asia's leading agribusiness groups alongside the COFCO Group. It ranks amongst the largest listed companies by market capitalisation on the Singapore Exchange (SGX), being the second largest as of September 2010. It was ranked 248th in the Fortune Global 500 list in 2018. It was ranked 3rd in the World's Most Admired Company (Food Production) by Fortune in 2019.Wilmar International business activities include oil palm cultivation, edible oils refining, oilseeds crushing, consumer pack edible oils processing and merchandising, specialty fats, oleochemicals, and biodiesel manufacturing, grains processing and merchandising, and sugar milling and refining. It has over 500 manufacturing plants and an extensive distribution network covering China, Indonesia, India and some 50 other countries. The group is backed by a multinational workforce of over 90,000 people.Wilmar's merchandising and processing segment encompasses merchandising of palm oil and laurics-related products, operations of palm oil processing and refinery plants and crushing, further processing and refining of a range of edible oils, oilseeds, grains and soybean. Its consumer products include edible oils, rice, flour and noodles in the China, Indonesia, Vietnam and India. Its plantation and palm oil mills segment engages in oil palm cultivation and milling. Other segments include manufacturing and distribution of fertiliser and ship-chartering services.

"
369,Automatic Data,40.982,11.629000000000001,1.4266,43.503,370,Consumer Discretionary,Business & Personal Services,North America,United States,New Jersey,New Jersey,Carlos Rodriguez,http://www.forbes.com/companies/automatic-data/,0.032793140702939996,0.122676068449566,"Automatic Data Processing, Inc. (ADP) is an American provider of human resources management software and services.

"
370,Maybank,24.46,8.112,2.0527,183.12599999999998,371,Financials,Regional Banks,Asia,Malaysia,Malaysia,,Abdul Bin Alias,http://www.forbes.com/companies/maybank/,0.0112092220656816,0.253044871794872,"Malayan Banking Berhad (doing business as Maybank) is a Malaysian universal bank, with key operating ""home markets"" of Malaysia, Singapore, and Indonesia.  According to the 2020 Brand Finance report, Maybank is Malaysia's most valuable bank brand, the fourth top brand in Asean and ranked 72nd in the world’s most valuable bank brands.

"
371,Hartford Financial Services,17.819000000000003,18.482,0.7979999999999999,247.80599999999998,372,Financials,Diversified Insurance,North America,United States,Connecticut,Connecticut,Christopher Swift,http://www.forbes.com/companies/hartford-financial-services/,0.00322026101062928,0.0431771453305919,"The Hartford Financial Services Group, Inc., usually known as The Hartford, is a United States-based investment and insurance company. The Hartford is a Fortune 500 company headquartered in its namesake city of Hartford, Connecticut. It was ranked 160th in Fortune 500 in the year of 2020. The company's earnings are divided between property-and-casualty operations, group benefits and mutual funds.
The Hartford is the 13th-largest property and casualty insurance company in the United States. It sells products primarily through a network of agents and brokers, and has also been the auto and home insurance writer for AARP members for more than 25 years.

"
372,Danske Bank,27.669,14.863,0.6379,561.124,373,Financials,Regional Banks,Europe,Denmark,Denmark,,Thomas Borgen,http://www.forbes.com/companies/danske-bank/,0.00113682537193205,0.0429186570678867,"Danske Bank A/S is a Danish bank. It was founded 5 October 1871 as Den Danske Landmandsbank, Hypothek- og Vexelbank i Kjøbenhavn (The Danish Farmers' Bank, Mortgage and Exchange Bank of Copenhagen). Headquartered in Copenhagen, it is the largest bank in Denmark and a major retail bank in the northern European region with over 5 million retail customers. Danske Bank was number 454 on the Fortune Global 500 list for 2011. The largest shareholder is A.P. Moller Holding connected to the Maersk family.

"
373,Richemont,47.321999999999996,14.588,2.4306,22.07,374,Consumer Discretionary,Specialty Stores,Europe,Switzerland,Switzerland,,Bernard Fornas,http://www.forbes.com/companies/richemont/,0.110131400090621,0.166616397038662,"Compagnie Financière Richemont SA, also known as Richemont, is a Switzerland-based luxury goods holding company founded in 1988 by South African businessman Johann Rupert. Through its various subsidiaries, Richemont produces and sells jewellery, watches, leather goods, pens, firearms, clothing and accessories. Richemont is publicly traded as CFR on the SIX Swiss Exchange and the JSE Securities Exchange.
The brands it owns include A. Lange & Söhne, Azzedine Alaïa, Baume & Mercier, Buccellati, Cartier, Chloé, Dunhill, IWC Schaffhausen, Giampiero Bodino, Jaeger-LeCoultre, Lancel, Montblanc, Officine Panerai, Piaget, Peter Millar, Purdey, Roger Dubuis, Vacheron Constantin, and Van Cleef & Arpels.
As of November 2012, Compagnie Financière Richemont SA is the sixth largest corporation by market capitalization in the Swiss Market Index. As of 2017, Richemont is the third-largest luxury goods company in the world after LVMH and Estée Lauder Companies."
374,Humana,26.673000000000002,48.5,1.147,24.099,375,Health Care,Managed Health Care,North America,United States,Kentucky,Kentucky,Bruce Broussard,http://www.forbes.com/companies/humana/,0.0475953359060542,0.0236494845360825,"Humana Inc. is a for-profit American health insurance company based in Louisville, Kentucky. As of 2020 Humana had over 20 million members in the U.S., reported a 2019 revenue of US$56.9 billion, and had 46,000 employees. In 2020, the company ranked 52 on the Fortune 500 list, which made it the highest ranked (by revenues) company based in Kentucky. It has been the third largest health insurance in the nation.The health insurer Aetna said on July 3, 2015, that it had agreed to acquire its smaller rival Humana for $37 billion in cash and stock but walked away from the deal after a court ruling that the merger would be anti-competitive.

"
375,HDFC Bank,41.611999999999995,8.413,1.4468,84.337,376,Financials,Regional Banks,Asia,India,India,,Aditya Puri,http://www.forbes.com/companies/hdfc-bank/,0.0171549853563679,0.171971948175443,"HDFC Bank Limited is an Indian banking and financial services company headquartered in Mumbai, Maharashtra. It has a base of 104,154 permanent employees as of 30 June 2019. HDFC Bank is India’s largest private sector bank by assets. It is the largest bank in India by market capitalisation as of March 2020.

"
376,Freddie Mac,1.58,70.903,7.69,1945.539,377,Financials,Investment Services,North America,United States,Virginia,Virginia,Donald Layton,http://www.forbes.com/companies/freddie-mac/,0.00395263214975387,0.10845803421575999,"The Federal Home Loan Mortgage Corporation (FHLMC), known as Freddie Mac, is a public government-sponsored enterprise (GSE), headquartered in Tysons Corner, Virginia. Freddie Mac is ranked No. 41 on the 2020 Fortune 500 list of the largest United States corporations by total revenue, and has $2.063 trillion assets under management.The FHLMC was created in 1970 to expand the secondary market for mortgages in the US. Along with the Federal National Mortgage Association (Fannie Mae), Freddie Mac buys mortgages on the secondary market, pools them, and sells them as a mortgage-backed security to investors on the open market. This secondary mortgage market increases the supply of money available for mortgage lending and increases the money available for new home purchases. The name ""Freddie Mac"" is a variant of the initialism of the company's full name that was adopted officially for ease of identification.
On September 7, 2008, Federal Housing Finance Agency (FHFA) director James B. Lockhart III announced he had put Fannie Mae and Freddie Mac under the conservatorship of the FHFA (see Federal takeover of Fannie Mae and Freddie Mac). The action has been described as ""one of the most sweeping government interventions in private financial markets in decades"".Moody's gave Freddie Mac's preferred stock an investment grade credit rating of A1 until August 22, 2008, when Warren Buffett said publicly that both Freddie Mac and Fannie Mae had tried to attract him and others. Moody's changed the rating on that day to Baa3, the lowest investment-grade rating. Freddie's senior debt credit rating remains Aaa/AAA from each of the major rating agencies: Moody's, S&P, and Fitch.As of the start of the conservatorship, the United States Department of the Treasury had contracted to acquire US$1 billion in Freddie Mac senior preferred stock, paying at a rate of 10% per year, and the total investment may subsequently rise to as much as US$100 billion. Shares of Freddie Mac stock, however, plummeted to about one U.S. dollar on September 8, 2008, and dropped a further 50% on June 16, 2010, when the Federal Housing Finance Agency ordered the stocks delisted. In 2008, the yield on U.S Treasury securities rose in anticipation of increased U.S. federal debt. The housing market and economy eventually recovered, making Freddie Mac profitable once again."
