,Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,description
411,Texas Instruments,106.947,15.347999999999999,4.0169999999999995,17.507,412,Information Technology,Semiconductors,North America,United States,Texas,Texas,Richard Templeton,http://www.forbes.com/companies/texas-instruments/,0.229451077,0.261727912,"Texas Instruments Incorporated (TI) is an American technology company headquartered in Dallas, Texas, that designs and manufactures semiconductors and various integrated circuits, which it sells to electronics designers and manufacturers globally.  It is one of the top 10 semiconductor companies worldwide based on sales volume. The company's focus is on developing analog chips and embedded processors, which account for more than 80% of its revenue. TI also produces TI digital light processing technology and education technology products including calculators, microcontrollers and multi-core processors. The company holds 45,000 patents worldwide as of 2016.Texas Instruments emerged in 1951 after a reorganization of Geophysical Service Incorporated, a company founded in 1930 that manufactured equipment for use in the seismic industry, as well as defense electronics. TI produced the world's first commercial silicon transistor in 1954, and the same year designed and manufactured the first transistor radio. Jack Kilby invented the integrated circuit in 1958 while working at TI's Central Research Labs. TI also invented the hand-held calculator in 1967, and introduced the first single-chip microcontroller  in 1970, which combined all the elements of computing onto one piece of silicon.In 1987, TI invented the digital light processing device (also known as the DLP chip), which serves as the foundation for the company's award-winning DLP technology and DLP Cinema. TI released the popular TI-81 calculator in 1990, which made it a leader in the graphing calculator industry. Its defense business was sold to Raytheon in 1997; this allowed TI to strengthen its focus on digital solutions. After the acquisition of National Semiconductor in 2011, the company had a combined portfolio of 45,000 analog products and customer design tools. In the stock market, Texas Instruments is often regarded as an indicator for the semiconductor and electronics industry as a whole, since the company's products are used in almost all electronic products."
412,International Airlines,19.384,25.954,2.2771,32.735,413,Industrials,Airline,Europe,United Kingdom,United Kingdom,,William Walsh,http://www.forbes.com/companies/international-airlines/,0.069561631,0.087735994,"International Consolidated Airlines Group S.A., usually shortened to IAG, is an Anglo-Spanish multinational airline holding company with its registered office in Madrid, Spain, and its operational headquarters in London, England. It was formed in January 2011 after a merger agreement between British Airways and Iberia, the flag carriers of the United Kingdom and Spain respectively, when British Airways and Iberia became 100% owned subsidiaries of IAG.  Because British Airways was the larger company, its shareholders were given 55% of the shares in the new, merged company.Since its creation, IAG has expanded its portfolio of operations and brands by purchasing other airlines - BMI (2011), Vueling (2012), Aer Lingus (2015) and Air Europa (2020).  The Group also owns the  Level brand and Avios, the IAG rewards programme. 
The company is listed on the London Stock Exchange and the Madrid Stock Exchange. It is a constituent of the FTSE 100 Index and IBEX 35 Index.

"
413,Tokyo Electric Power,8.232999999999999,52.791000000000004,2.8699,118.4,414,Utilities,Electric Utilities,Asia,Japan,Japan,,Takashi Kawamura,http://www.forbes.com/companies/tokyo-electric-power/,0.02423902,0.054363432999999996,"Tokyo Electric Power Company Holdings, Incorporated (東京電力ホールディングス株式会社, Tōkyō Denryoku Hôrudingusu kabushiki gaisha, TYO: 9501), also known as Toden (東電, Tōden) or TEPCO, is a Japanese electric utility holding company servicing Japan's Kantō region, Yamanashi Prefecture, and the eastern portion of Shizuoka Prefecture. This area includes Tokyo. Its headquarters are located in Uchisaiwaicho, Chiyoda, Tokyo, and international branch offices exist in Washington, D.C., and London. It is a founding member of strategic consortiums related to energy innovation and research; such as JINED, INCJ and MAI.In 2007, TEPCO was forced to shut the Kashiwazaki-Kariwa Nuclear Power Plant after the Niigata-Chuetsu-Oki earthquake. That year it posted its first loss in 28 years. Corporate losses continued until the plant reopened in 2009. 
Following the 2011 Tōhoku earthquake and tsunami, one of its power plants was the site of one of the world's most serious ongoing nuclear disaster, the Fukushima Daiichi nuclear disaster. 
TEPCO could face ¥2 trillion ($23.6 billion) in special losses in the current business year to March 2012, and the Japanese government plans to put TEPCO under effective state control to guarantee compensation payments to the people affected by the accident. The Fukushima disaster displaced 50,000 households in the evacuation zone because of leaks of radioactive materials into the air, soil and sea.In July 2012, TEPCO received ¥1 trillion from the Japanese government in order to prevent collapse of the company to ensure electricity is still being supplied to Tokyo and its surrounding municipalities, and for the decommissioning of the Fukushima Daiichi Nuclear Power Plant. TEPCO's management subsequently made a proposal to its shareholders for the company to be part-nationalized. The Nuclear Damage Compensation and Decommissioning Facilitation Corporation later became the majority stockholder to oversee damages and decommissioning of the power plant. The total cost of the disaster was estimated at $100bn in May 2012."
414,Bank Rakyat Indonesia,27.69,9.258,2.2139,81.296,415,Financials,Regional Banks,Asia,Indonesia,Indonesia,,Suprajarto,http://www.forbes.com/companies/bank-rakyat-indonesia/,0.027232582,0.239133722,"PT Bank Rakyat Indonesia (Persero) Tbk (People's Bank of Indonesia, commonly known as BRI or Bank BRI) is one of the largest banks in Indonesia. It specialises in small scale and microfinance style borrowing from and lending to its approximately 30 million retail clients through its over 4,000 branches, units and rural service posts. It also has a comparatively small, but growing, corporate business.  As of 2010 it is the second largest bank in Indonesia by asset.BRI is the oldest bank in Indonesia, tracing back since 1895. It is currently 70% government owned operating company (Persero) and has been government-owned for the entire period since the war of independence (1945 to 1949) to November 2003, when 30% of its shares were sold through an IPO.

"
415,Fosun International,18.59,13.073,1.9521,81.97,416,Materials,Iron & Steel,Asia,China,China,,Qun Wang,http://www.forbes.com/companies/fosun-international/,0.02381481,0.149323032,"Fosun International Limited is a Chinese conglomerate and investment company. Founded in 1992 by Guo Guangchang and four others, the company is headquartered in Shanghai and was incorporated in Hong Kong in 2004. Its Co-CEOs are Chen Qiyu and Xu Xiaoliang. Wang Qunbin joined Guo Guangchang as Co-Chairman in early 2020. The company is located in 16 countries and is one of the largest privately owned conglomerates in China. It was ranked 371st on the Forbes Global 2000 ranking in 2020.

"
416,SK Innovation,17.866,40.92,1.8609,31.987,417,Energy,Oil & Gas Operations,Asia,South Korea,South Korea,,Jun Kim,http://www.forbes.com/companies/sk-innovation/,0.058176759,0.04547654,"SK Group (Korean: SK그룹, 에스케이그룹) is the third largest conglomerate (chaebol) in South Korea. SK Group is composed of 95 subsidiary companies that share the SK brand name and Group's management culture named SKMS (SK Management System). It changed its name from Sunkyong Group (Korean: 선경그룹, Hanja : 鮮京그룹) to SK Group in 1997. The cornerstone of SK Group is its energy & chemicals division.SK Group has more than 70,000 employees who work from 113 offices worldwide. While its largest businesses are primarily involved in the chemical, petroleum, and energy industries, SK Group also owns South Korea's largest wireless mobile phone service provider, SK Telecom, and provides services in construction, shipping, marketing, local telephone, high-speed Internet, and wireless broadband (WiBro). On March 20, 2010, SK further broadened its range of business to semiconductors by merging Hynix into SK Hynix, the world's second largest memory semiconductor manufacturer."
417,Las Vegas Sands,61.667,13.355,3.782,21.504,418,Consumer Discretionary,Casinos & Gaming,North America,United States,Nevada,Nevada,Sheldon Adelson,http://www.forbes.com/companies/las-vegas-sands/,0.175874256,0.283189817,"Las Vegas Sands Corporation is an American casino and resort company based in Paradise, Nevada, United States. Its resorts feature accommodations, gambling and entertainment, convention and exhibition facilities, restaurants and clubs, as well as an art and science museum in Singapore.
It has several resorts in the United States and Asia. Among its properties in the United States are two resorts on the Las Vegas Strip: The Venetian and The Palazzo.
In Asia, the Marina Bay Sands located in Singapore is the most recent addition to the company's portfolio. Through its majority-owned subsidiary Sands China, the company owns several properties in Macau, including the Sands Macao, Sands Cotai Central, The Venetian Macao, The Plaza Macao, Four Seasons Hotel Macao, and The Parisian Macao. It is the largest casino company worldwide.

"
418,Fairfax Financial,16.432000000000002,14.949000000000002,2.3277,65.013,419,Financials,Property & Casualty Insurance,North America,Canada,Canada,,Vivian Watsa,http://www.forbes.com/companies/fairfax-financial/,0.035803609,0.155709412,"Fairfax Financial Holdings Limited is a financial holding company based in Toronto, Ontario, which is engaged in property, casualty, insurance and reinsurance, investment management, and insurance claims management. The company operates primarily through several subsidiaries, including Odyssey Re, Northbridge Financial, Crum & Forster, Verassure Insurance, Onlia Agency Inc., and Zenith Insurance Company. The company was also the largest shareholder of Torstar with 40% of the Class B shares, as of May 2020. 
Fairfax is led by chairman and CEO Prem Watsa. He controls nearly half of the firm; his value-oriented investing strategies have been compared to those of Warren Buffett."
419,China Yangtze Power,56.02,7.446000000000001,3.3776,47.266000000000005,420,Utilities,Electric Utilities,Asia,China,China,,Ding Zhang,http://www.forbes.com/companies/china-yangtze-power/,0.07145939999999999,0.453612678,"China Yangtze Power Co., Ltd. (CYPC), known as Yangtze Power is a Chinese utilities company, headquartered in Beijing. The company is a component of SSE 180 Index. A controlling share is held by the parent company China Three Gorges Corporation (CTG, Chinese: 中国长江三峡集团公司), a state-owned enterprise under State-owned Assets Supervision and Administration Commission of the State Council.
The enterprise produces and sells energy to customers. China Yangtze Power was founded on 4 November 2002 and was brought on 18 November 2003 to the Shanghai Stock Exchange. China Yangtze Power originated from a cooperation of Chinese enterprises: Huaneng Power International, China National Nuclear Corporation, China National Petroleum Corporation, Gezhouba Water Resources and Hydropower Engineering Group as well as the Changjiang Institute of Survey, Planning, Design and Research.

"
420,Abbott Laboratories,107.4,28.445,0.466,70.908,421,Health Care,Pharmaceuticals,North America,United States,Illinois,Illinois,Miles White,http://www.forbes.com/companies/abbott-laboratories/,0.006571896,0.016382493,"Abbott Laboratories is an American multinational medical devices and health care company with headquarters in Abbott Park, Illinois, United States. The company was founded by Chicago physician Wallace Calvin Abbott in 1888 to formulate known drugs; today, it sells medical devices, diagnostics, branded generic medicines and nutritional products. It split off its research-based pharmaceuticals business into AbbVie in 2013.
Among its well-known products across the medical devices, diagnostics, and nutrition product divisions are Pedialyte, Similac, Ensure, Glucerna, ZonePerfect, FreeStyle Libre, i-STAT and MitraClip.

"
421,Marriott International,49.406000000000006,22.339000000000002,1.405,24.484,421,Consumer Discretionary,Hotels & Motels,North America,United States,Maryland,Maryland,Arne Sorenson,http://www.forbes.com/companies/marriott-international/,0.057384414,0.062894489,"Marriott International, Inc. is an American multinational diversified hospitality company that manages and franchises a broad portfolio of hotels and related lodging facilities. Founded by J. Willard Marriott, the company is now led by his son, executive chairman Bill Marriott, and president and chief executive officer Arne Sorenson. Marriott International is the largest hotel chain in the world by number of available rooms. It has 30 brands with 7,484 properties in 131 countries and territories around the world, over 1,400,693 rooms (as of June 30, 2020), including 2,104 that are managed with 573,043 rooms, 5,314 that are franchised or licensed with 812,006 rooms, and 66 that are owned or leased with 15,644 rooms, plus an additional 510,000 rooms in the development pipeline, including 230,000 that were under construction, and an additional 28,000 rooms approved for development but not yet under signed contracts.It is headquartered in Bethesda, Maryland, in the Washington, D.C. metropolitan area."
422,Bouygues,18.768,37.114000000000004,1.2238,42.961999999999996,423,Industrials,Construction Services,Europe,France,France,,Martin Bouygues,http://www.forbes.com/companies/bouygues/,0.028485637999999997,0.03297408,"Bouygues S.A. (French pronunciation: ​[bwig]) is an industrial group headquartered in the 8th arrondissement of Paris, France. Bouygues is listed on Euronext Paris exchange and is a blue chip in the CAC 40 stock market index. The company was founded in 1952 by Francis Bouygues and since 1989 has been led by his son Martin Bouygues.
The group specialises in construction (Colas Group and Bouygues Construction), real estate development (Bouygues Immobilier), media (TF1 Group), and telecommunications (Bouygues Telecom).

"
423,Fifth Third Bancorp,23.293000000000003,7.79,2.5669999999999997,141.5,424,Financials,Regional Banks,North America,United States,Ohio,Ohio,Gregory Carmichael,http://www.forbes.com/companies/fifth-third-bancorp/,0.018141343,0.329525032,"Fifth Third Bank (5/3 Bank) is a bank headquartered in Cincinnati, Ohio, at Fifth Third Center. It is the principal subsidiary of Fifth Third Bancorp, a diversified bank holding company. One of the largest consumer banks in the Midwestern United States, it operates 1,154 branches and 2,469 automated teller machines in Ohio, Kentucky, Indiana, Michigan, Illinois, Florida, Tennessee, West Virginia, Georgia, and North Carolina. Fifth Third Bank is incorporated in Ohio. It was state-chartered until late 2019, when it obtained a national charter.The name ""Fifth Third"" is derived from the names of the bank's two predecessor companies, Third National Bank and Fifth National Bank, which merged in 1909.
The company is ranked 384th on the Fortune 500. It is one of the largest banks in the United States."
424,Biogen,59.586999999999996,11.319,2.9644,26.09,425,Health Care,Biotechs,North America,United States,Massachusetts,Massachusetts,Michel Vounatsos,http://www.forbes.com/companies/biogen-idec/,0.11362207699999999,0.261895927,"Biogen Inc. is an American multinational biotechnology company based in Cambridge, Massachusetts, specializing in the discovery, development, and delivery of therapies for the treatment of neurological diseases to patients worldwide. The company is also known for its 2020 conference being responsible for between 205,000 and 300,000 cases of coronavirus worldwide during the COVID-19 pandemic.

"
425,SSE,19.351,37.95,1.8027,30.019000000000002,425,Utilities,Electric Utilities,Europe,United Kingdom,United Kingdom,,Alistair CA,http://www.forbes.com/companies/sse/,0.060051967000000005,0.047501975999999994,"SSE plc (formerly Scottish and Southern Energy plc) is a multinational energy company headquartered in Perth, Scotland. It is listed on the London Stock Exchange, and is a constituent of the FTSE 100 Index. SSE operates in the United Kingdom and Ireland.
As a generator of renewable electricity in the UK and Ireland, it develops, owns and operates low-carbon infrastructure to support the zero-carbon transition. This includes onshore and offshore wind, hydro power, electricity transmission and distribution grids, gas and energy from waste, alongside providing energy products and services for businesses. SSE sold electricity and gas to domestic customers until 2020, when those operations were sold to OVO Energy.

"
426,Monsanto,55.147,14.595,2.491,22.686999999999998,427,Materials,Specialized Chemicals,North America,United States,Missouri,Missouri,Hugh Grant,http://www.forbes.com/companies/monsanto/,0.109798563,0.170674889,"The Monsanto Company () was an American agrochemical and agricultural biotechnology corporation founded in 1901. In 2018, it was acquired by Bayer as part of its crop science division. It was headquartered in Creve Coeur, Missouri. Monsanto developed Roundup, a glyphosate-based herbicide, in the 1970s, and became a major producer of genetically engineered crops.
Monsanto was one of four groups to introduce genes into plants in 1983, and was among the first to conduct field trials of genetically modified crops in 1987. It was one of the top 10 US chemical companies until it divested most of its chemical businesses between 1997 and 2002, through a process of mergers and spin-offs that focused the company on biotechnology. Monsanto was one of the first companies to apply the biotechnology industry business model to agriculture, using techniques developed by biotech drug companies. In this business model, companies recoup R&D expenses by exploiting biological patents.Monsanto's roles in agricultural changes, biotechnology products, lobbying of government agencies, and roots as a chemical company, resulted in controversies. The company once manufactured controversial products such as the insecticide DDT, PCBs, Agent Orange, and recombinant bovine growth hormone. Its seed patenting model was criticized as biopiracy and a threat to biodiversity as invasive species.In September 2016, Bayer announced its intent to acquire Monsanto for US$66 billion in an all-cash deal. After gaining US and EU regulatory approval, the sale was completed on June 7, 2018. The name Monsanto was no longer used, but Monsanto's previous product brand names were maintained. The company ranked 199th on the 2018 Fortune 500 of the largest United States corporations by revenue.In June 2020, Bayer agreed to pay numerous settlements in lawsuits involving Monsanto products RoundUp, PCBs and dicamba."
427,Cheung Kong Property Holdings,32.125,7.765,3.8657,57.992,428,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Tzar Li,http://www.forbes.com/companies/cheung-kong-property-holdings/,0.066659194,0.497836446,"Cheung Kong (Holdings) Limited, was a multinational conglomerate, based in Hong Kong. It was one of Hong Kong's leading multi-national conglomerates. The company merged with its subsidiary Hutchison Whampoa on 3 June 2015, as part of a major reorganisation, to become part of CK Hutchison Holdings.
The Chairman of Cheung Kong Holdings is Li Ka Shing (李嘉誠), while his elder son, Victor Li (李澤鉅), is Managing Director and Deputy Chairman. Li Ka Shing founded Cheung Kong Industries in 1950s as a plastics manufacturer. Under his leadership, the company grew rapidly and eventually evolved into a property investment company. ""Cheung Kong (Holdings) Limited"" was established in 1971.The Cheung Kong Group was one of the largest developers of residential, office, retail, industrial and hotel properties in Hong Kong. With its long history of property development expertise and residential estates, Cheung Kong Holdings has built many of Hong Kong's most notable landmark buildings and complexes. As part of the reorganisation of the group, a new company composed of the group's property assets was spun-off in June 2015 as Cheung Kong Property Holdings.

"
428,Andeavor,21.180999999999997,38.635999999999996,1.65,28.840999999999998,429,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Gregory Goff,http://www.forbes.com/companies/andeavor/,0.057210222000000005,0.042706284000000004,"Tesoro Corporation, known briefly as Andeavor, was a Fortune 100 and a Fortune Global 500 company headquartered in San Antonio, Texas, with 2017 annual revenues of $35 billion, and over 14,000 employees worldwide. Based on 2017 revenue, the company ranked No. 90 in the 2018 Fortune 500 list of the largest United States corporations by total revenue.Tesoro was an independent refiner and marketer of petroleum products, operating ten refineries in the Western United States with a combined rated crude oil capacity of approximately 1,200,000 barrels (190,000 m3) per day. Tesoro's retail-marketing system included approx. 3,000 branded retail gas stations, of which more than 595 were company-operated under its own Tesoro brandname, as well as Shell, ExxonMobil, ARCO, and USA Gasoline brands.
Tesoro, known at the time as Andeavor, was acquired by Marathon Petroleum on October 1, 2018."
429,Erste Group Bank,18.969,10.19,1.5492,282.895,430,Financials,Major Banks,Europe,Austria,Austria,,Andreas Treichl,http://www.forbes.com/companies/erste-group-bank/,0.005476236999999999,0.152031403,"Erste Group Bank AG (Erste Group)  is one of the largest financial services providers in Central and Eastern Europe serving 15.7 million clients in over 2,700 branches in seven countries. 

"
430,AmerisourceBergen,19.097,159.327,0.9051,38.396,431,Health Care,Pharmaceuticals,North America,United States,Pennsylvania,Pennsylvania,Steven Collis,http://www.forbes.com/companies/amerisourcebergen/,0.023572767999999997,0.00568077,"AmerisourceBergen Corporation is an American drug wholesale company that was formed by the merger of Bergen Brunswig and AmeriSource in 2001. They provide drug distribution and related services designed to reduce costs and improve patient outcomes. They also distribute a line of brand name and generic pharmaceuticals, over-the-counter (OTC) health care products and home health care supplies and equipment to health care providers throughout the United States, including acute care hospitals and health systems, independent and chain retail pharmacies, mail-order facilities, physicians, clinics and other alternate site facilities, as well as nursing and assisted living centers. They also provide pharmaceuticals and pharmacy services to long-term care, workers' compensation and specialty drug patients.
AmerisourceBergen is a market leader in pharmaceutical distribution handling about 20% of all of the pharmaceuticals sold and distributed throughout the country and ranked 10th on the Fortune 500 list for 2020 with over $179 billion in annual revenue. In 2012, the firm was the largest by revenue based in Pennsylvania.

"
431,Vivendi,36.086,14.036,1.3840000000000001,41.227,431,Telecommunication Services,Telecommunications services,Europe,France,France,,Arnaud de Puyfontaine,http://www.forbes.com/companies/vivendi/,0.033570233,0.09860359099999999,"Vivendi SA is a French media conglomerate headquartered in Paris. Widely known as the owner of Universal Music Group, Groupe Canal+, Havas, Editis, Vivendi Village and Dailymotion, the company has activities in music, television, film, video games, book publishing, communication, tickets and video hosting services.

"
432,SEB AB,21.453000000000003,8.095,1.9119,346.666,433,Financials,Major Banks,Europe,Sweden,Sweden,,Johan Torgeby,http://www.forbes.com/companies/seb-ab/,0.005515106999999999,0.23618282899999998,"Skandinaviska Enskilda Banken AB (Swedish pronunciation: [skandɪˈnɑ̌ːvɪska ˈêːnˌɧɪlːda ˈbǎŋːkɛn], ""Scandinavian Individual Bank""), abbreviated SEB, is a Swedish financial group for corporate customers, institutions and private individuals with headquarters in Stockholm. Its activities comprise mainly banking services, but SEB also carries out significant life insurance operations and also owns Eurocard. The bank was founded and is controlled by the Swedish Wallenberg family through their investment company Investor AB."
433,Shin-Etsu Chemical,44.416000000000004,13.005,2.4021,27.346999999999998,434,Materials,Diversified Chemicals,Asia,Japan,Japan,,Chihiro Kanagawa,http://www.forbes.com/companies/shin-etsu-chemical/,0.08783778800000001,0.184705882,"Shin-Etsu Chemical Co., Ltd. (信越化学工業株式会社, Shin'etsu Kagaku Kōgyō kabushiki gaisha) is the largest chemical company in Japan, ranked No. 9 in Forbes Global 2000 for chemical sector. Shin-Etsu has the largest global market share for polyvinyl chloride, semiconductor silicon, and photomask substrates.The company was named one of Thomson Reuters Top 100 Global Innovators in 2011, 2012, 2013 and 2014.“Shin-Etsu” in the company's name derives from Shin'etsu Region, where the company established the first chemical plant as Shin-Etsu Nitrogen Fertilizer in 1926, though the company today is headquartered in Tokyo and has its manufacturing locations in 14 countries worldwide.

"
434,Toyota Industries,19.985,18.081,1.5174,49.445,435,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Tetsuro Toyoda,http://www.forbes.com/companies/toyota-industries/,0.030688643999999998,0.08392234900000001,"Toyota Industries Corporation (株式会社豊田自動織機, Kabushiki gaisha Toyota Jidō Shokki) is a Japanese machine maker.  Originally, and still (as of 2021), a manufacturer of automatic looms, it is the company from which Toyota Motor Corporation developed.  It is the world's largest manufacturer of forklift trucks measured by revenues.

"
435,Hana Financial Group,12.972000000000001,12.322000000000001,1.982,336.35900000000004,436,Financials,Regional Banks,Asia,South Korea,South Korea,,Jung-Tai Kim,http://www.forbes.com/companies/hana-financial/,0.005892514000000001,0.160850511,Hana Financial Group is the third largest financial group in South Korea by market capitalization.
436,Bank Of Jiangsu,13.158,12.878,1.8383,285.716,437,Financials,Regional Banks,Asia,China,China,,Ping Xia,http://www.forbes.com/companies/bank-of-jiangsu/,0.006434011,0.14274732099999998,"Taizhou is a prefecture-level city in central Jiangsu province in eastern China. Situated on the north bank of the Yangtze River, it borders Nantong to the east, Yancheng to the north and Yangzhou to the west.
The 2010 census counted its population at 4,618,937 of whom 1,607,108 live in the built-up (or metro) area made of three urban districts, (Hailing, Jiangyan and Gaogang). Two county-level cities have more than 1 million inhabitants, Xinghua with 1,253,548 inhabitants and Taixing with 1,073,921 inhabitants, comprising two of the most important county-level cities in China. Hu Jintao, former General Secretary of the Communist Party of China, considers Taizhou his home town as did Mei Lanfang, one of the most famous Peking opera artists in modern Chinese history."
437,Standard Life,14.772,21.276,0.9002,261.487,438,Financials,Life & Health Insurance,Europe,United Kingdom,United Kingdom,,Martin Gilbert,http://www.forbes.com/companies/standard-life/,0.003442619,0.042310585,"Standard Life Aberdeen plc (formerly Standard Life plc), is a United Kingdom-based global investment company headquartered in Edinburgh, Scotland. In March 2017, Standard Life reached an agreement to merge with the investment company Aberdeen Asset Management. Standard Life was renamed Standard Life Aberdeen on 14 August 2017. It is listed on the London Stock Exchange and is a constituent of the FTSE 100 Index.
The company's asset management arm operates under the Aberdeen Standard Investments brand. It is the largest active asset manager in the UK, with investments in equities, multi-asset, fixed income, real estate and private markets."
438,Applied Materials,57.62,15.463,2.866,19.663,439,Information Technology,Semiconductors,North America,United States,California,California,Gary Dickerson,http://www.forbes.com/companies/applied-materials/,0.145755988,0.185345664,"Applied Materials, Inc. is an American corporation that supplies equipment, services and software for the manufacture of semiconductor (integrated circuit) chips for electronics, flat panel displays for computers, smartphones and televisions, and solar products. The company also supplies equipment to produce coatings for flexible electronics, packaging and other applications. The company is headquartered in Santa Clara, California, in Silicon Valley.

"
439,General Motors,51.994,144.421,-3.182,218.726,439,Consumer Discretionary,Auto & Truck Manufacturers,North America,United States,Michigan,Michigan,Mary Barra,http://www.forbes.com/companies/general-motors/,-0.014547882,-0.022032807,"General Motors Company (GM) is an American multinational corporation headquartered in Detroit that designs, manufactures, markets, and distributes vehicles and vehicle parts, and sells financial services, with global headquarters in Detroit's Renaissance Center. It was founded by William C. Durant on September 16, 1908, as a holding company, and the present entity was established in 2009 after its restructuring. The company is the largest American automobile manufacturer and one of the world's largest automobile manufacturers.
At its peak, GM had a 50% market share in the United States and was the world's largest automaker from 1931 through 2007. As of 2020, General Motors is ranked number 18 on the Fortune 500 rankings of the largest United States corporations by total revenue.General Motors manufactures vehicles in several countries; its four core automobile brands include Chevrolet, Buick, GMC, and Cadillac. It also either owns or holds a significant stake in foreign brands such as Wuling, Baojun, and Jiefang. Annual worldwide sales volume reached a milestone of 10 million vehicles in 2016."
440,Mitsubishi Chemical,13.417,33.604,1.9106,44.199,441,Materials,Diversified Chemicals,Asia,Japan,Japan,,Yoshimitsu Kobayashi,http://www.forbes.com/companies/mitsubishi-chemical/,0.043227222,0.056856327000000005,"Mitsubishi Chemical Holdings Corporation (株式会社三菱ケミカルホールディングス, Kabushiki-gaisha Mitsubishi Kemikaru Hōrudingusu) (TYO: 4188), is a Japanese company formed in October 2005 from the merger of Mitsubishi Chemical Corporation and Mitsubishi Pharma Corporation. The company is based in Tokyo (1-1 Marunouchi 1-chome, Chiyoda-ku, Tokyo 100-8251) and is managed by Hitoshi Ochi. It is one of the core Mitsubishi companies.

"
441,Swedbank,25.271,6.681,2.3086,294.827,442,Financials,Major Banks,Europe,Sweden,Sweden,,Birgitte EMBA,http://www.forbes.com/companies/swedbank/,0.007830355,0.345547074,"Swedbank AB (Swedish pronunciation: [ˈsvɛ̌d(ː)baŋk, ˈsvɛ̌d(ː)bæŋk, ˈswɛ̌d(ː)bæŋk]) is a Nordic-Baltic banking group based in Stockholm, Sweden, offering retail banking, asset management, financial, and other services. In 2019 Swedbank had 900,000 private and 130,000 corporate clients and a 60%  market share of Estonia’s payments.

"
442,Hyundai Mobis,20.989,30.666,1.1462,39.615,443,Consumer Discretionary,Auto & Truck Parts,Asia,South Korea,South Korea,,Mong-Koo Chung,http://www.forbes.com/companies/hyundai-mobis/,0.028933485,0.037376899,"Hyundai Mobis (short for Mobile and System) is a public South Korean car parts company. Founded as Hyundai Precision & Industries Corporation (Korean: 현대정공/現代精工) in 1977, the company forms the ""parts and service"" arm for the South Korean automakers Hyundai Motor Company, Genesis Motors and Kia Motors. As of 2014, it was the ""world's No. 6 automotive supplier."""
443,Cisco Systems,221.269,48.096000000000004,-1.445,131.51,444,Information Technology,Communications Equipment,North America,United States,California,California,Chuck Robbins,http://www.forbes.com/companies/cisco-systems/,-0.010987758,-0.030044078999999998,"Cisco Systems, Inc. is an American multinational technology conglomerate headquartered in San Jose, California, in the center of Silicon Valley.  Cisco develops, manufactures and sells networking hardware, software, telecommunications equipment and other high-technology services and products. Through its numerous acquired subsidiaries, such as OpenDNS, Webex, Jabber and Jasper, Cisco specializes in specific tech markets, such as the Internet of Things (IoT), domain security and energy management. Cisco is incorporated in California.Cisco stock was added to the Dow Jones Industrial Average on June 8, 2009, and is also included in the S&P 500 Index, the Russell 1000 Index, NASDAQ-100 Index and the Russell 1000 Growth Stock Index.In 2020, Fortune magazine ranked Cisco at number four on their annual list of the 100 Best Companies to Work For in 2020 based on an employee survey of satisfaction.Cisco Systems was founded in December 1984 by Leonard Bosack and Sandy Lerner, two Stanford University computer scientists who had been instrumental in connecting computers at Stanford. They pioneered the concept of a local area network (LAN) being used to connect geographically disparate computers over a multiprotocol router system. By the time the company went public in 1990, Cisco had a market capitalization of $224 million; by the end of the dot-com bubble in the year 2000, this had increased to $500 billion. As of November 2020, Cisco has a market cap of around $173 billion."
444,Old Mutual,16.977,13.28,1.1397,219.14700000000002,445,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,Bruce Hemphill,http://www.forbes.com/companies/old-mutual/,0.005200619,0.08582078300000001,"Old Mutual Limited is a pan-African investment, savings, insurance, and banking group.  It is listed on the Johannesburg Stock Exchange, Zimbabwe, Namibia and Botswana Stock Exchanges. It was founded in South Africa by John Fairbairn in 1845 and was demutualised and listed on the London Stock Exchange and other stock exchanges in 1999. It introduced a new strategy, called 'managed separation', that entailed the separation of its four businesses - Old Mutual Emerging Markets, Nedbank, UK-based Old Mutual Wealth and Boston-based Old Mutual Asset Management (OMAM) - into standalone entities in 2018. This led to the demerger of Quilter plc (formerly Old Mutual Wealth) and the unbundling of its shareholding in NedBank. The business, which is now largely based in South Africa, provides sponsorship and supports bursaries at South African universities.

"
445,TJX Cos,52.718,35.865,2.6079,14.058,445,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,Massachusetts,Massachusetts,Ernie Herrman,http://www.forbes.com/companies/tjx-cos/,0.18551003,0.072714345,"The TJX Companies, Inc. (abbreviated TJX) is an American multinational off-price department store corporation, headquartered in Framingham, Massachusetts. It was formed as a subsidiary of Zayre Corp. in 1987, and became the legal successor to Zayre Corp. following a company reorganization in 1989.
As of 2019, TJX operates its flagship brand, TJ Maxx (in the United States) and TK Maxx (in Europe), Marshalls, HomeGoods, HomeSense, Sierra in the United States, and HomeSense, Marshalls, Winners in Canada. There are over 4,557 discount stores in the TJX portfolio located in nine countries. TJX ranked No. 85 in the 2018 Fortune 500 list of the largest United States corporations by total revenue."
