,Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,description
353,Tyson Foods,26.329,40.006,1.944,32.335,354,Consumer Staples,Food Processing,North America,United States,Arkansas,Arkansas,Noel White,http://www.forbes.com/companies/tyson-foods/,0.0601206123395701,0.048592711093336,"Tyson Foods, Inc. is an American multinational corporation based in Springdale, Arkansas, that operates in the food industry. The company is the world's second largest processor and marketer of chicken, beef, and pork  after JBS S.A. and annually exports the largest percentage of beef out of the United States. Together with its subsidiaries, it operates major food brands, including Jimmy Dean, Hillshire Farm, Ball Park, Wright Brand, Aidells, and State Fair. Tyson Foods ranked No. 79 in the 2020 Fortune 500 list of the largest United States corporations by total revenue.Tyson Foods has been involved in a number of controversies related to the environment, animal welfare, and the welfare of their own employees. During the COVID-19 pandemic, Tyson Foods did not implement recommended best practices to protect its workforce, including social distancing measures, plexiglass barriers and wearing of face masks. Tyson has been named in multiple lawsuits alleging gross and willful negligence for the spread of COVID-19 at their plants."
354,Becton Dickinson,61.317,17.062,1.046,52.931999999999995,355,Health Care,Medical Equipment & Supplies,North America,United States,New Jersey,New Jersey,Vincent A. Forlenza,http://www.forbes.com/companies/becton-dickinson/,0.0197612030529736,0.0613058258117454,"Becton, Dickinson and Company, commonly known as BD, is an American multinational medical technology company that manufactures and sells medical devices, instrument systems, and reagents. BD  also provides consulting and analytics services in certain geographies.
Founded in 1897 and headquartered in Franklin Lakes, New Jersey, BD employs nearly 70,000 people in more than 50 countries throughout the world. In the fiscal year ending September 30, 2019, more than 40% of BD sales were generated from non-U.S. markets.
The company's customers include health care institutions, science researchers, clinical laboratories, the pharmaceutical industry, and the general public. BD was one of the first companies to sell U.S.-made glass syringes. It was also a pioneer in the production of hypodermic needles. Today, BD is divided into three segments: BD Medical, BD Life Sciences and BD Interventional. BD is ranked #195 in the 2019 Fortune 500 list.The firm in October 2014 agreed to acquire CareFusion for a price of $12.2 billion in cash and stock. In April 2017 Becton Dickinson agreed to acquire C. R. Bard for $24 billion.

"
355,Automatic Data Processing,70.764,13.841,1.815,38.806,356,Consumer Discretionary,Business & Personal Services,North America,United States,New Jersey,New Jersey,Carlos Rodriguez,http://www.forbes.com/companies/automatic-data-processing/,0.0467711178683709,0.131132143631241,"Automatic Data Processing, Inc. (ADP) is an American provider of human resources management software and services.

"
356,Humana,32.647,56.912,1.683,25.658,357,Health Care,Managed Health Care,North America,United States,Kentucky,Kentucky,Bruce D. Broussard,http://www.forbes.com/companies/humana/,0.0655935770519916,0.029571970761877998,"Humana Inc. is a for-profit American health insurance company based in Louisville, Kentucky. As of 2020 Humana had over 20 million members in the U.S., reported a 2019 revenue of US$56.9 billion, and had 46,000 employees. In 2020, the company ranked 52 on the Fortune 500 list, which made it the highest ranked (by revenues) company based in Kentucky. It has been the third largest health insurance in the nation.The health insurer Aetna said on July 3, 2015, that it had agreed to acquire its smaller rival Humana for $37 billion in cash and stock but walked away from the deal after a court ruling that the merger would be anti-competitive.

"
357,Standard Chartered,28.939,23.975,0.635,688.762,357,Financials,Major Banks,Europe,United Kingdom,United Kingdom,,Bill Winters,http://www.forbes.com/companies/standard-chartered/,0.0009219440096869461,0.0264859228362878,"Standard Chartered plc is a British multinational banking and financial services company headquartered in London, England. It operates a network of more than 1,200 branches and outlets (including subsidiaries, associates and joint ventures) across more than 70 countries and employs around 87,000 people. It is a universal bank with operations in consumer, corporate and institutional banking, and treasury services. Despite its UK base, it does not conduct retail banking in the UK, and around 90% of its profits come from Asia, Africa and the Middle East.
Standard Chartered has a primary listing on the London Stock Exchange and is a constituent of the FTSE 100 Index. It had a market capitalisation of approximately £24.4 billion as of 4 April 2017, the 28th-largest of any company with a primary listing on the London Stock Exchange. It has secondary listings on the Hong Kong Stock Exchange, the National Stock Exchange of India, and OTC Markets Group Pink. Its largest shareholder is the Government of Singapore-owned Temasek Holdings.José Viñals is the Group Chairman of Standard Chartered. Bill Winters is the current Group Chief Executive.

"
358,Imperial Brands,31.005,20.698,1.839,40.227,359,Consumer Staples,Tobacco,Europe,United Kingdom,United Kingdom,,Alison Cooper,http://www.forbes.com/companies/imperial-brands/,0.0457155641733164,0.0888491641704512,"Imperial Brands plc, formerly Imperial Tobacco Group plc, is a British multinational tobacco and logistics company headquartered in Bristol, England. It is the world's fourth-largest international cigarette company measured by market share after Philip Morris International, British American Tobacco, and Japan Tobacco, and the world's largest producer of fine-cut tobacco and tobacco papers.Imperial Brands produces over 320 billion cigarettes per year, has 51 factories worldwide, and its products are sold in over 160 countries. Its brands include Davidoff, West, Gauloises Blondes, Montecristo, Golden Virginia (the world's largest-selling hand rolling tobacco), Drum (the world's second-largest-selling fine-cut tobacco), and Rizla (the world's best-selling rolling paper).Imperial Brands is listed on the London Stock Exchange and is a constituent of the FTSE 100 Index. It had a market capitalization around £18.5 billion as of 4 June 2019, the 28th-largest of any company with a primary listing on the London Stock Exchange.Imperial Tobacco Canada, the Canadian subsidiary of British American Tobacco, has no relationship to Imperial Tobacco Group plc."
359,Richemont,42.378,14.485999999999999,2.969,33.433,360,Consumer Discretionary,Specialty Stores,Europe,Switzerland,Switzerland,,Jérôme Lambert,http://www.forbes.com/companies/richemont/,0.0888044746208836,0.20495650973353602,"Compagnie Financière Richemont SA, also known as Richemont, is a Switzerland-based luxury goods holding company founded in 1988 by South African businessman Johann Rupert. Through its various subsidiaries, Richemont produces and sells jewellery, watches, leather goods, pens, firearms, clothing and accessories. Richemont is publicly traded as CFR on the SIX Swiss Exchange and the JSE Securities Exchange.
The brands it owns include A. Lange & Söhne, Azzedine Alaïa, Baume & Mercier, Buccellati, Cartier, Chloé, Dunhill, IWC Schaffhausen, Giampiero Bodino, Jaeger-LeCoultre, Lancel, Montblanc, Officine Panerai, Piaget, Peter Millar, Purdey, Roger Dubuis, Vacheron Constantin, and Van Cleef & Arpels.
As of November 2012, Compagnie Financière Richemont SA is the sixth largest corporation by market capitalization in the Swiss Market Index. As of 2017, Richemont is the third-largest luxury goods company in the world after LVMH and Estée Lauder Companies."
360,Eaton,36.148,21.609,2.145,31.092,361,Industrials,Other Industrial Equipment,Europe,Ireland,Ireland,,Craig Arnold,http://www.forbes.com/companies/eaton/,0.0689888074102663,0.09926419547410802,"The T. Eaton Company Limited, commonly known as Eaton's, was a Canadian department store chain that was once Canada's largest. It was founded in 1869 in Toronto by Timothy Eaton, an immigrant from what is now Northern Ireland. Eaton's grew to become a retail and social institution in Canada, with stores across the country, buying-offices around the globe, and a mail-order catalog that was found in the homes of most Canadians. A changing economic and retail environment in the late 1900s, along with mismanagement, culminated in the chain's bankruptcy in 1999.
Eaton's pioneered several retail innovations. In an era when haggling for goods was the norm, the chain proclaimed ""We propose to sell our goods for CASH ONLY – In selling goods, to have only one price."" In addition, it had the long-standing slogan ""Goods Satisfactory or Money Refunded."""
361,Kering,72.468,16.122,2.991,24.426,362,Consumer Discretionary,Apparel/Accessories,Europe,France,France,,François-Henri Pinault,http://www.forbes.com/companies/kering/,0.122451486121346,0.18552288797915897,"Kering (French: [kɛːʁiŋ]) is a French-based multinational corporation specialized in luxury goods.
The timber-trading company Pinault S.A. was founded in 1963 by François Pinault. After the company was quoted on Euronext Paris in 1988, it became the retail conglomerate Pinault-Printemps-Redoute (PPR) in 1994, and the luxury group Kering in 2013. The group is a constituent of the CAC 40 since 1995. François-Henri Pinault is President and CEO of Kering since 2005. In 2019, the group's revenue reached €15.9 billion.

"
362,Bank Rakyat Indonesia (BRI),38.823,9.37,2.272,90.18799999999999,363,Financials,Regional Banks,Asia,Indonesia,Indonesia,,- Suprajarto,http://www.forbes.com/companies/bank-rakyat-indonesia/,0.025191821528363,0.24247598719317,"PT Bank Rakyat Indonesia (Persero) Tbk (People's Bank of Indonesia, commonly known as BRI or Bank BRI) is one of the largest banks in Indonesia. It specialises in small scale and microfinance style borrowing from and lending to its approximately 30 million retail clients through its over 4,000 branches, units and rural service posts. It also has a comparatively small, but growing, corporate business.  As of 2010 it is the second largest bank in Indonesia by asset.BRI is the oldest bank in Indonesia, tracing back since 1895. It is currently 70% government owned operating company (Persero) and has been government-owned for the entire period since the war of independence (1945 to 1949) to November 2003, when 30% of its shares were sold through an IPO.

"
363,Couche Tard,33.683,59.67100000000001,1.954,22.247,364,Consumer Staples,Food Retail,North America,Canada,Canada,,Brian Hannasch,http://www.forbes.com/companies/couche-tard/,0.0878320672450218,0.0327462251344874,"Alimentation Couche-Tard Inc., or simply Couche-Tard, is a Canadian multinational operator of convenience stores. The company has 15,000 stores across Canada, the United States, Mexico, Ireland, Norway, Sweden,  Denmark, Estonia, Latvia, Lithuania, Poland, Russia, Japan, China, and Indonesia. The company operates its corporate stores mainly under the Couche-Tard, Circle K and  On the Run brands, but also under the affiliated brands 7-jours, Dairy Mart, Daisy Mart and Winks.
The flagship Couche-Tard and Mac's stores, as well as some older Winks outlets, prominently feature a distinctive anthropomorphic red, winking owl. This mascot, named ""Jandrice"", was inherited from the Provi-Soir / Winks chain when it was absorbed in the late 1990s.
Founded by current chairman Alain Bouchard, the corporation is based in Laval, Quebec, Canada, a suburb of Montreal.
In French, ""couche-tard"" literally means ""(the type of person who) goes to bed late"", with connotations very similar to ""night owl"" in English."
364,Saudi Telecom,59.733000000000004,13.882,2.877,29.903000000000002,364,Telecommunication Services,Telecommunications services,Asia,Saudi Arabia,Saudi Arabia,,Nasser A. Al-Nasser,http://www.forbes.com/companies/saudi-telecom/,0.0962110825000836,0.20724679441002697,"Saudi Telecom Company, (stc; stc Group; stc International) (Arabic: شركة الاتصالات السعودية‎) is a Saudi Arabia-based Digital Company that offers telecommunications services, landline, mobile, Internet services, enterprise digital solutions, entertainment, fintech, and computer networks.
The company lost its monopoly on mobile phone services after the assignment of a second license to Etihad Etisalat. In April 2007 its monopoly on fixed telephone services ended after the victory of a coalition led by the Bahraini Batelco second license put forward by the government, and also the company's prepaid card and called Sawa, it is a popular deployment in Saudi Arabia."
365,Stryker,67.256,13.600999999999999,3.553,27.229,366,Health Care,Medical Equipment & Supplies,North America,United States,Michigan,Michigan,Kevin A. Lobo,http://www.forbes.com/companies/stryker/,0.130485879026038,0.26123079185354003,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.
In the United States, most of Stryker's products are marketed directly to doctors, hospitals and other healthcare facilities. Internationally, Stryker products are sold in over 100 countries through company-owned sales subsidiaries and branches as well as third-party dealers and distributors."
366,Freddie Mac,1.671,70.671,9.235,2063.06,367,Financials,Investment Services,North America,United States,Virginia,Virginia,Donald Layton,http://www.forbes.com/companies/freddie-mac/,0.004476360357914939,0.13067594911632802,"The Federal Home Loan Mortgage Corporation (FHLMC), known as Freddie Mac, is a public government-sponsored enterprise (GSE), headquartered in Tysons Corner, Virginia. Freddie Mac is ranked No. 41 on the 2020 Fortune 500 list of the largest United States corporations by total revenue, and has $2.063 trillion assets under management.The FHLMC was created in 1970 to expand the secondary market for mortgages in the US. Along with the Federal National Mortgage Association (Fannie Mae), Freddie Mac buys mortgages on the secondary market, pools them, and sells them as a mortgage-backed security to investors on the open market. This secondary mortgage market increases the supply of money available for mortgage lending and increases the money available for new home purchases. The name ""Freddie Mac"" is a variant of the initialism of the company's full name that was adopted officially for ease of identification.
On September 7, 2008, Federal Housing Finance Agency (FHFA) director James B. Lockhart III announced he had put Fannie Mae and Freddie Mac under the conservatorship of the FHFA (see Federal takeover of Fannie Mae and Freddie Mac). The action has been described as ""one of the most sweeping government interventions in private financial markets in decades"".Moody's gave Freddie Mac's preferred stock an investment grade credit rating of A1 until August 22, 2008, when Warren Buffett said publicly that both Freddie Mac and Fannie Mae had tried to attract him and others. Moody's changed the rating on that day to Baa3, the lowest investment-grade rating. Freddie's senior debt credit rating remains Aaa/AAA from each of the major rating agencies: Moody's, S&P, and Fitch.As of the start of the conservatorship, the United States Department of the Treasury had contracted to acquire US$1 billion in Freddie Mac senior preferred stock, paying at a rate of 10% per year, and the total investment may subsequently rise to as much as US$100 billion. Shares of Freddie Mac stock, however, plummeted to about one U.S. dollar on September 8, 2008, and dropped a further 50% on June 16, 2010, when the Federal Housing Finance Agency ordered the stocks delisted. In 2008, the yield on U.S Treasury securities rose in anticipation of increased U.S. federal debt. The housing market and economy eventually recovered, making Freddie Mac profitable once again."
367,Daiwa House Industry,17.769000000000002,36.686,2.221,38.978,368,Industrials,Construction Services,Asia,Japan,Japan,,Takeo Higuchi,http://www.forbes.com/companies/daiwa-house-industry/,0.056980860998512003,0.0605408057569645,"Daiwa House Industry Co., Ltd. (大和ハウス工業株式会社, Daiwa Hausu Kōgyō Kabushiki-gaisha) is Japan's largest homebuilder, specializing in prefabricated houses. The company is also engaged in the construction of factories, shopping centers, health care facilities, the management and operation of resort hotels, golf courses and fitness clubs. Daiwa House also operates as a sales agency for HAL robot suits.Daiwa House is also one of Japan's largest owner and operator of freight logistics centers, with over 250 logistics properties under management, and further expansion planned in this business segment.The company was founded in 1955 in Osaka and is listed on the Tokyo Stock Exchange and Osaka Securities Exchange, being a constituent of the TOPIX and Nikkei 225 stock indices.
In 2012, the Scout Association of Japan received a donation of a large forest of approximately 2.7 square kilometers in Takahagi, Ibaraki Prefecture from Daiwa. Permanent facilities include an Administrative Building with accommodations for 44 people, dining room/kitchen, meeting room, training room; an outdoor auditorium of 200 m² that seats about 100 people; a tent campsite with accommodations for about 800 people and about 50 campfire places available; a communal plaza (Hiroba 広場), and an outdoor arena stage."
368,Heineken,28.319000000000003,26.51,1.1340000000000001,49.843999999999994,368,Consumer Staples,Beverages,Europe,Netherlands,Netherlands,,Jean-François van Boxmeer,http://www.forbes.com/companies/heineken/,0.0227509830671696,0.0427763108261034,"Heineken N.V. (Dutch pronunciation: [ˈɦɛinəkə(n)]; at times self-styled as HEINEKEN) is a Dutch brewing company, founded in 1864 by Gerard Adriaan Heineken in Amsterdam. As of 2017, Heineken owns over 165 breweries in more than 70 countries. It produces 250 international, regional, local and speciality beers and ciders and employs approximately 73,000 people.With an annual beer production of 188,300,000 hectolitres (160,500,000 US bbl) in 2015, and global revenues of 20.511 billion euro in 2015, Heineken N.V. is the number one brewer in Europe and one of the largest brewers by volume in the world. Heineken's Dutch breweries are located in Zoeterwoude, 's-Hertogenbosch and Wijlre. The original brewery in Amsterdam, closed in 1988, is preserved as a museum called Heineken Experience.
Since the merger between the two largest brewing empires in the world, Anheuser-Busch InBev and SABMiller, in October 2016, Heineken has been  the second-largest brewer in the world.

"
369,Booking Holdings,83.01799999999999,14.527000000000001,3.998,22.686999999999998,370,Consumer Discretionary,Business & Personal Services,North America,United States,Virginia,Virginia,Glenn D. Fogel,http://www.forbes.com/companies/booking/,0.176224269405386,0.27521167481241804,"Booking Holdings Inc. is an American company organized in Delaware and based in Norwalk, Connecticut, that owns and operates several travel fare aggregators and travel fare metasearch engines including namesake and flagship Booking.com, Priceline.com, Agoda.com, Kayak.com,
Cheapflights, Rentalcars.com, Momondo, and OpenTable. It operates websites in about 40 languages and 200 countries. 
In 2017, 89% of its gross profit was made outside the United States – most of which used Booking.com.In 2019, consumers booked 845 million room nights of accommodation, 77 million rental car days, and 7 million airplane tickets using websites owned by Booking Holdings.In 2017, 93.4% of revenues were derived from commissions and 6.6% of revenues were derived from advertising.The company ranked 216th on the 2019 Fortune 500 list of the largest United States corporations by revenue."
370,NN Group,14.16,22.433000000000003,1.285,255.192,370,Financials,Life & Health Insurance,Europe,Netherlands,Netherlands,,Eilard Friese,http://www.forbes.com/companies/nn-group/,0.0050354243079720395,0.0572816832345206,"NN Group N.V. is the parent company of NN Investment Partners and Nationale-Nederlanden (Dutch pronunciation: [nɑ(t)ʃionaːlə neːdərlɑnde(n)]). Nationale-Nederlanden is one of the largest insurance and asset management companies in the Netherlands.  NN Group is headquartered in The Hague, its office in Rotterdam is located in the skyscraper Gebouw Delftse Poort, which was the tallest skyscraper in the Netherlands until 2009. Aside from these two offices, the company has an office in Ede (former RVS) but no other main offices in the Netherlands, instead NN mainly relies on independent intermediaries for selling insurance.
On 23 December 2016, NN Group reached an agreement to acquire competitor Delta Lloyd Group for 2.5 billion euro.

"
371,Ameriprise Financial,19.399,12.592,2.0980000000000003,137.216,372,Financials,Investment Services,North America,United States,Minnesota,Minnesota,James Cracchiolo,http://www.forbes.com/companies/ameriprise-financial/,0.0152897621268657,0.166613722998729,"Ameriprise Financial, Inc. is a diversified financial services company and bank holding company incorporated in Delaware and headquartered in Minneapolis, Minnesota. It provides financial planning products and services, including wealth management, asset management, insurance, annuities, and estate planning.In 2019, over 85% of the company's revenues came from wealth management.The company's primary subsidiaries include Ameriprise Financial Services, RiverSource Life Insurance Company, and Columbia Threadneedle Investments, its global asset management brand, and a provider of investments to institutional and retail clients.
Ameriprise was formerly a division of American Express, which completed the corporate spin-off of the company in September 2005.
The company is ranked 249th on the Fortune 500. It is on the list of largest banks in the United States. It is also the 9th largest independent broker-dealer based on assets under management. It is one of the largest financial planning companies in the United States and is among the 25 largest asset managers in the world. It is ranked 8th in long-term mutual fund assets in the U.S., fourth in retail funds in the U.K., and 27th in global assets under management.

"
372,American Airlines Group,15.434000000000001,44.541000000000004,1.412,60.58,373,Industrials,Airline,North America,United States,Texas,Texas,Dough Parker,http://www.forbes.com/companies/american-airlines-group/,0.0233080224496534,0.0317011292966031,"American Airlines Group Inc. is an American publicly traded airline holding company headquartered in Fort Worth, Texas. It was formed on December 9, 2013, by the merger of AMR Corporation, the parent company of American Airlines, and US Airways Group, the parent company of US Airways. Integration was completed when the Federal Aviation Administration granted a single operating certificate for both carriers on April 8, 2015, and all flights now operate under the American Airlines brand. 
The group operates the largest airline in the world, as measured by number of passengers carried, by fleet size and by scheduled passenger-kilometers flown.  The company ranked No. 70 in the Fortune 500 list of the largest United States corporations based on its 2019 revenue, but, impacted by the COVID-19 pandemic, it lost $2.2 billion in the first quarter of 2020 alone and accepted government aid, and is reported to be shrinking its passenger fleet."
373,Tata Consultancy Services,116.09700000000001,20.94,4.5,16.592,374,Information Technology,Computer Services,Asia,India,India,,Rajesh Gopinathan,http://www.forbes.com/companies/tata-consultancy-services/,0.271215043394407,0.21489971346704898,"Tata Consultancy Services (TCS) is an Indian multinational technology company that specializes in information technology (IT) services and consulting, headquartered in Mumbai, Maharashtra, India. As of February 2021 TCS is largest company in the IT sector in the world by Market capitalisation of $169.2 billion. It is a subsidiary of the Tata Group and operates in 149 locations across 46 countries.TCS is the second largest Indian company by market capitalisation. Tata consultancy services is now placed among the most valuable IT services brands worldwide. In 2015, TCS was ranked 64th overall in the Forbes World's Most Innovative Companies ranking, making it both the highest-ranked IT services company and the top Indian company. As of 2018, it is ranked eleventh on the Fortune India 500 list. In April 2018, TCS became the first Indian IT company to reach $100 billion in market capitalisation, and second Indian company ever (after Reliance Industries achieved it in 2007) after its market capitalisation stood at ₹6,79,332.81 crore ($102.6 billion) on the Bombay Stock Exchange.In 2016–2017, Parent company Tata Sons owned 72.05% of TCS; and more than 70% of Tata Sons' dividends were generated by TCS. In March 2018, Tata Sons decided to sell stocks of TCS worth $1.25 billion in a bulk deal.

"
374,Mitsui Fudosan,22.685,17.145,1.685,60.36,375,Financials,Real Estate,Asia,Japan,Japan,,Hiromichi Iwasa,http://www.forbes.com/companies/mitsui-fudosan/,0.0279158383035123,0.0982793817439487,"The Mitsui Fudosan Co., Ltd. (三井不動産株式会社, Mitsui Fudōsan kabushiki gaisha, lit. ""Mitsui Real Estate Share Company"") is a major real estate developer in Japan. Mitsui Fudosan is one of the core companies of Mitsui Group.

"
375,Novo Nordisk,116.33,17.701,6.114,16.968,376,Health Care,Pharmaceuticals,Europe,Denmark,Denmark,,Lars Jørgensen,http://www.forbes.com/companies/novo-nordisk/,0.36032531824611,0.34540421445116104,"Novo Nordisk A/S is a Danish multinational pharmaceutical company headquartered in Bagsværd, Denmark, with production facilities in eight countries, and affiliates or offices in 5 countries. Novo Nordisk is controlled by majority shareholder Novo Holdings A/S which holds approximately 25% of its shares and a supermajority (45%) of its voting shares.Novo Nordisk manufactures and markets pharmaceutical products and services specifically diabetes care medications and devices. Novo Nordisk is also involved with hemostasis management, growth hormone therapy and hormone replacement therapy. The company makes several drugs under various brand names, including Levemir, Tresiba,  NovoLog, Novolin R, NovoSeven, NovoEight and Victoza.Novo Nordisk employs more than 40,000 people globally, and markets its products in 180 countries. The corporation was created in 1989 through a merger of two Danish companies which date back to the 1920s. The Novo Nordisk logo is the Apis bull, one of the sacred animals of ancient Egypt.
Novo Nordisk is a full member of the European Federation of Pharmaceutical Industries and Associations (EFPIA).The company was ranked 25th among 100 Best Companies to Work For in 2010 and 72nd in 2014 by Fortune. In January 2012, Novo Nordisk was named as the most sustainable company in the world by the business magazine Corporate Knights while spin-off company Novozymes was named fourth."
376,Takeda Pharmaceutical,56.556999999999995,16.125999999999998,1.0,52.565,377,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Christophe Weber,http://www.forbes.com/companies/takeda-pharmaceutical/,0.0190240654427851,0.06201165819174,"The Takeda Pharmaceutical Company Limited (武田薬品工業株式会社, Takeda Yakuhin Kōgyō kabushiki gaisha) [takeꜜda jakɯçiŋ koꜜːɡʲoː] is a Japanese multinational pharmaceutical and biopharmaceutical company. It is the largest pharmaceutical company in Asia and one of the top 20 largest pharmaceutical companies in the world by revenue (top 10 following merger with Shire). The company has over 49,578 employees worldwide and achieved US $19.299 billion in revenue during the 2018 fiscal year. The company is focused on metabolic disorders, gastroenterology, neurology, inflammation, as well as oncology through its independent subsidiary, Takeda Oncology. Its headquarters is located in Chuo-ku, Osaka, and it has an office in Nihonbashi, Chuo, Tokyo.
In January 2012, Fortune Magazine ranked the Takeda Oncology Company as one of the 100 best companies to work for in the United States."
377,Maybank,24.006999999999998,9.972999999999999,2.011,195.27900000000002,378,Financials,Regional Banks,Asia,Malaysia,Malaysia,,Abdul bin Alias,http://www.forbes.com/companies/maybank/,0.0102980863277669,0.20164443998796802,"Malayan Banking Berhad (doing business as Maybank) is a Malaysian universal bank, with key operating ""home markets"" of Malaysia, Singapore, and Indonesia.  According to the 2020 Brand Finance report, Maybank is Malaysia's most valuable bank brand, the fourth top brand in Asean and ranked 72nd in the world’s most valuable bank brands.

"
378,China Merchants Shekou Industrial Zone Holdings,26.819000000000003,12.083,2.2769999999999997,61.643,379,Financials,Real Estate,Asia,China,China,,Yong Xu,http://www.forbes.com/companies/china-merchants-shekou-industrial-zone-holdings/,0.0369385007218987,0.18844657783663002,"China Merchants Shekou Industrial Zone Holdings Co., Ltd (SZSE: 001979; CMSK; Chinese: 招商局蛇口工业区控股股份有限公司 or 招商蛇口) is a Chinese public company based in Shenzhen. The company itself is a subsidiary of China Merchants Group. It was founded in 1978.
The company privatized China Merchants Property, a blue chip of Shenzhen Stock Exchange, in turn floated itself to the same exchange. Shekou Industrial Zone Holdings also owned Shenzhen Nanyou Holdings.

"
379,Norfolk Southern,52.979,11.458,2.66,36.614000000000004,380,Industrials,Railroads,North America,United States,Virginia,Virginia,James Squires,http://www.forbes.com/companies/norfolk-southern/,0.0726498060851041,0.232152208064235,"The Norfolk Southern Railway (reporting mark NS) is a Class I freight railroad in the United States, and is the current name of the former Southern Railway. With headquarters in Atlanta, Georgia, the company operates 19,420 route miles (31,250 km) in 22 eastern states, the District of Columbia, and has rights in Canada over the Albany to Montréal route of the Canadian Pacific Railway, and previously on CN from Buffalo to St. Thomas. NS is responsible for maintaining 28,400 miles (45,700 km), with the remainder being operated under trackage rights from other parties responsible for maintenance. The most common commodity hauled on the railway is coal from mines in Indiana, Kentucky, Pennsylvania, Tennessee, Virginia, and West Virginia. The railway also offers the largest intermodal network in eastern North America.
NS is a major transporter of domestic and export coal. The railway's major sources of the mineral are located in Pennsylvania's Cambria and Indiana counties, as well as the Monongahela Valley; West Virginia; and the Appalachia regions of Virginia, Kentucky, and Tennessee. In Pennsylvania, NS also receives coal through interchange with R.J. Corman Railroad/Pennsylvania Lines at Cresson, Pennsylvania, originating in the ""Clearfield Cluster"". NS's export of West Virginia bituminous coal begins transport on portions of the well-engineered former Virginian Railway and the former N&W double-tracked line in Eastern Virginia to its Lambert's Point coal pier on Hampton Roads at Norfolk. Coal transported by NS is thus exported to steel mills and power plants around the world. The company is also a major transporter of auto parts and completed vehicles. It operates intermodal container and TOFC (trailer on flat car) trains, some in conjunction with other railways. NS was the first railway to employ roadrailers (highway truck trailers with interchangeable wheel sets).
Norfolk Southern is the namesake and leading subsidiary of the Norfolk Southern Corporation, based in Norfolk, Virginia, and incorporated in Virginia. Norfolk Southern Corporation was incorporated on July 23, 1980 and is publicly traded on the New York Stock Exchange (NYSE) under the symbol NSC. The primary business function of Norfolk Southern Corporation is the rail transportation of raw materials, intermediate products, and finished goods across the Southeast, East, and Midwest United States. The corporation further facilitates transport to the remainder of the United States through interchange with other rail carriers while also serving overseas transport needs by serving several Atlantic and Gulf Coast ports. As of April 10, 2019, Norfolk Southern Corporation's total public stock value was slightly over $51.6 billion.On December 12, 2018, Norfolk Southern announced that it would be relocating its headquarters to Atlanta, Georgia; leaving its hometown of Norfolk after 38 years. The move is expected to be completed by the year 2021."
380,Power Construction Corporation of China,13.782,41.824,1.182,98.51899999999999,381,Industrials,Construction Services,Asia,China,China,,Hong Sun,http://www.forbes.com/companies/power-construction-corporation-of-china/,0.0119976857255961,0.028261285386381,"Power Construction Corporation of China, branded as POWERCHINA, is a wholly State-owned company administered by the State-owned Assets Supervision and Administration Commission and part of the heavy and civil engineering construction industry. PowerChina consists of 779 companies. In 2020, PowerChina ranked 157 among Fortune Global 500 companies and 41 among Top 500 Enterprises of China.
PowerChina overseas brands include SINOHYDRO, HYDROCHINA, SEPCO and SEPCO III. PowerChina has involvement in over 100 countries including involvement in projects such as 

HydroChina Dawood Wind Power Project, Pakistan
Nam Ou river cascade dams, Laos
Dau Tieng Solar Power Project, Vietnam
Melaka Gateway, Malaysia
Lamu Coal Power Station, Kenya
Ayago Hydroelectric Power Station, Uganda
Merowe Dam, Sudan
Pwalugu Hydroelectric Power Station, Ghana
Pakistan Port Qasim Power ProjectInvolvement with projects within China includes the Three Gorges Project, Zouxian Power Station, Longyuan Rudong Intertidal Wind Farm and the Beijing–Shanghai high-speed railway.
In November 2020, Yan Zhiyong, chairman of the PowerChina, as well as Chinese state media, announced the construction of a ""super"" dam on the Yarlung Zangbo, three times larger than the current largest hydroelectric project in the world, also Chinese, the Three Gorges Project.

"
381,Michelin Group,23.75,25.988000000000003,1.964,33.663000000000004,382,Consumer Discretionary,Auto & Truck Parts,Europe,France,France,,Jean-Dominique Senard,http://www.forbes.com/companies/michelin-group/,0.0583429878501619,0.0755733415422503,"Michelin (; French: [miʃlɛ̃]; full name: Compagnie Générale des Établissements Michelin SCA) is a French multinational  tyre manufacturing company based in Clermont-Ferrand in the Auvergne-Rhône-Alpes région of France. It is the largest tyre manufacturer in the world before Bridgestone and larger than both Goodyear and Continental. In addition to the Michelin brand, it also owns the Kléber tyres company, Uniroyal-Goodrich Tire Company, SASCAR, Bookatable and Camso brands. Michelin is also notable for its Red and Green travel guides, its roadmaps, the Michelin stars that the Red Guide awards to restaurants for their cooking, and for its company mascot Bibendum, colloquially known as the Michelin Man.
Michelin's numerous inventions include the removable tyre, the pneurail (a tyre for rubber-tyred metros) and the radial tyre.
Michelin manufactures tyres for space shuttles, aircraft, automobiles, heavy equipment, motorcycles, and bicycles.  In 2012, the Group produced 166 million tyres at 69 facilities located in 18 countries."
