,Company,Industry,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales,description
125,China Shenhua Energy,Diversified Metals & Mining,China,84.2,33.1,7.3,63.6,126,http://www.forbes.com/companies/china-shenhua-energy/,0.11477987421383601,0.220543806646526,"China Shenhua Energy Company Limited, also known as Shenhua, China Shenhua, or Shenhua Energy (Chinese: 神华能源), is the largest state-owned coal mining enterprise in Mainland China, and in the world. It is a subsidiary of Shenhua Group. It mines, refines, and sells coal, and generates and sells electric power in the People's Republic of China. It operates coal mines as well as an integrated railway network and a seaport that are primarily used to transport its coal. It also operates power plants in the PRC which are engaged in the generation and sales of coal-based power to provincial and regional electric companies. In the 2020 Forbes Global 2000, China Shenhua Energy was ranked as the 168th -largest public company in the world.

"
126,Abbott Laboratories,Pharmaceuticals,United States,93.4,38.9,4.7,60.3,127,http://www.forbes.com/companies/abbott-laboratories/,0.0779436152570481,0.120822622107969,"Abbott Laboratories is an American multinational medical devices and health care company with headquarters in Abbott Park, Illinois, United States. The company was founded by Chicago physician Wallace Calvin Abbott in 1888 to formulate known drugs; today, it sells medical devices, diagnostics, branded generic medicines and nutritional products. It split off its research-based pharmaceuticals business into AbbVie in 2013.
Among its well-known products across the medical devices, diagnostics, and nutrition product divisions are Pedialyte, Similac, Ensure, Glucerna, ZonePerfect, FreeStyle Libre, i-STAT and MitraClip.

"
127,Schlumberger,Oil Services & Equipment,Netherlands,102.4,39.5,5.0,55.2,128,http://www.forbes.com/companies/schlumberger/,0.0905797101449275,0.126582278481013,"Schlumberger Limited (French: [ʃlum.bɛʁˈʒe, ʃlœ̃-]) is an oilfield services company.  Schlumberger employees represent more than 140 nationalities working in more than 120 countries. Schlumberger has four principal executive offices located in Paris, Houston, London, and The Hague.Schlumberger is incorporated in Willemstad, Curaçao as Schlumberger N.V. and trades on the New York Stock Exchange, Euronext Paris, the London Stock Exchange and SIX Swiss Exchange. Schlumberger is a Fortune Global 500 company, ranked 287 in 2016, and also listed in Forbes Global 2000, ranked 176 in 2016.

"
128,Hitachi,Electronics,Japan,27.2,112.1,2.9,109.3,129,http://www.forbes.com/companies/hitachi/,0.0265324794144556,0.0258697591436218,"Hitachi, Ltd. (Japanese pronunciation: [çi̥taꜜtɕi]) is a Japanese multinational conglomerate company headquartered in Chiyoda, Tokyo, Japan. It is the parent company of the Hitachi Group (Hitachi Gurūpu) and had formed part of the Nissan zaibatsu and later DKB Group of companies before DKB merged into the Mizuho Financial Group. As of 2020, Hitachi conducts business ranging from IT, including AI, the Internet of Things, and big data, to infrastructure.Hitachi is listed on the Tokyo Stock Exchange and Nagoya Stock Exchange and its Tokyo listing is a constituent of the Nikkei 225 and TOPIX Core30 indices. It is ranked 38th in the 2012 Fortune Global 500 and 129th in the 2012 Forbes Global 2000.

"
129,ArcelorMittal,Iron & Steel,Luxembourg,32.3,94.0,2.3,121.9,130,http://www.forbes.com/companies/arcelormittal/,0.0188679245283019,0.024468085106383,"ArcelorMittal S.A. is a Luxembourgish multinational steel manufacturing corporation headquartered in Luxembourg City. It was formed in 2006 from the takeover and merger of Arcelor by Indian-owned Mittal Steel. ArcelorMittal is the world's largest steel producer, with an annual crude steel production of 92.5 million metric tonnes as of 2018. It is ranked 120th in the 2019 Fortune Global 500 ranking of the world's largest corporations.

"
130,Iberdrola,Electric Utilities,Spain,36.0,41.0,3.6,119.9,131,http://www.forbes.com/companies/iberdrola/,0.0300250208507089,0.0878048780487805,"Iberdrola (Spanish pronunciation: [iβeɾˈðɾola]) is a Spanish multinational electric utility company based in Bilbao, Spain. Iberdrola has a workforce of around 34,000 employees in dozens of countries on four continents serving around 31.67 million customers. Subsidiaries include Scottish Power (United Kingdom) and a significant part of Avangrid (United States), amongst others.  The largest shareholder of the company was, in 2013, Qatar Investment Holding; other significant shareholders are Norges Bank, Kutxabank and Bankia.Iberdrola is a global energy company, the number-one producer of wind power, and one of the world's biggest electricity utilities by market capitalisation. The group has businesses in numerous countries and supplies energy to over 100 million people, mainly in Spain, United Kingdom (Scottish Power), USA (AVANGRID), Brazil (Neoenergia), Mexico, Germany, Portugal, Italy or France. With a workforce of 34,000 and assets in excess of €113bn, it achieved a turnover of €35bn and a net profit of €3bn in 2018.

"
131,Xstrata,Diversified Metals & Mining,Switzerland,54.8,32.7,5.5,74.9,132,http://www.forbes.com/companies/xstrata/,0.0734312416555407,0.168195718654434,"Xstrata plc was an Anglo-Swiss multinational mining company headquartered in Zug, Switzerland and with its registered office in London, United Kingdom. It was a major producer of coal (and the world's largest exporter of thermal coal), copper, nickel, primary vanadium and zinc and the world's largest producer of ferrochrome. It had operations in 19 countries across Africa, Asia, Australasia, Europe, North America and South America.Xstrata had a primary listing on the London Stock Exchange and was a constituent of the FTSE 100 Index. It had a market capitalisation of approximately £29 billion as of 23 December 2011, making it the 16th-largest company on the London Stock Exchange. It had a secondary listing on the SIX Swiss Exchange. In the 2013 Forbes Global 2000, Xstrata was ranked as the 202nd -largest public company in the world.On 2 May 2013 ownership of Xstrata was fully acquired by Glencore. Glencore has also announced that they will no longer use the 'Xstrata' brand and it will be phased out. Glencore Xstrata plc is now Glencore plc.
After the reversed IPO in Q 4 2014 its global investment platform has diversified from its core mining activity as a private investment company.

"
132,Mitsui & Co,Trading Companies,Japan,31.1,56.3,3.7,103.6,133,http://www.forbes.com/companies/mitsui-co/,0.0357142857142857,0.0657193605683837,"Mitsui & Co., Ltd. (三井物産, Mitsui Bussan) is one of the largest sogo shosha (general trading companies) in Japan; it is  part of the Mitsui Group, and  Its business area covers energy, machinery, chemicals, food, textile, logistics, finance, and more.

"
133,Suncor Energy,Oil & Gas Operations,Canada,51.8,39.1,4.2,73.4,134,http://www.forbes.com/companies/suncor-energy/,0.0572207084468665,0.107416879795396,"Suncor Energy is a Canadian integrated energy company based in Calgary, Alberta. It specializes in production of synthetic crude from oil sands. In the 2020 Forbes Global 2000, Suncor Energy was ranked as the 252nd-largest public company in the world.Until 2010, Suncor marketed products and services to retail customers in Ontario through a downstream network of 280 company-owned, and 200 customer-operated retail and Diesel fuel sites, primarily in Ontario under the Sunoco brand (owing to Suncor having originally been established as a subsidiary of Sunoco). In 2009, Suncor acquired the former Crown corporation Petro-Canada, which replaced the Sunoco brand across its existing outlets. Suncor also markets through a retail network of Shell and ExxonMobil branded outlets in Colorado.

"
134,Nordea Bank,Regional Banks,Sweden,39.7,21.7,3.4,933.3,135,http://www.forbes.com/companies/nordea-bank/,0.0036429872495446296,0.15668202764977,"Nordea Bank Abp (Finnish: Nordea Bank Oyj), commonly referred to as Nordea, is a European financial services group operating in northern Europe and based in Helsinki, Finland. The name ""Nordea"" comes from putting together the words “Nordic” and “ideas”. The bank is the result of the successive mergers and acquisitions of the Finnish, Swedish, Danish, and Norwegian banks of Merita Bank, Nordbanken, Unidanmark, and Christiania Bank og Kreditkasse that took place between 1997 and 2001. The Nordic countries are considered Nordea's home market, having finalised the sales of their Baltic operations in 2019. The largest shareholder of Nordea is Sampo, a Finnish insurance company with 15.9% of the shares. Nordea is listed on Nasdaq Nordic exchanges in Helsinki, Copenhagen, and Stockholm and Nordea ADR is listed in the US.Nordea serves 9.3 million private and 530,000 active corporate customers, including 2,650 large corporates and institutions. Nordea's credit portfolio is distributed across Finland (21%), Denmark (26%), Norway (21%), and Sweden (30%). There are four Business Areas (BAs) at Nordea, Personal Banking, Business Banking, Large Corporates & Institutions, and Asset & Wealth Management. Assets under Management (AUM) were €325 billion to December 2019.

"
135,Bayer Group,Diversified Chemicals,Germany,59.2,47.3,3.2,66.8,136,http://www.forbes.com/companies/bayer-group/,0.0479041916167665,0.0676532769556025,"Bayer AG (; German: [ˈbaɪɐ]) is a German multinational pharmaceutical and life sciences company and one of the largest pharmaceutical companies in the world. Headquartered in Leverkusen, Bayer's areas of business include human and veterinary pharmaceuticals; consumer healthcare products; agricultural chemicals, seeds and biotechnology products. The company is a component of the Euro Stoxx 50 stock market index. Werner Baumann has been CEO since 2016.Founded in Barmen in 1863 as a dyestuffs factory, Bayer's first and best-known product was aspirin. In 1898 Bayer trademarked the name heroin for the drug diacetylmorphine and marketed it as a cough suppressant and non-addictive substitute for morphine until 1910. Bayer also introduced phenobarbital; prontosil, the first widely used antibiotic and the subject of the 1939 Nobel Prize in Medicine; the antibiotic Cipro (ciprofloxacin); and Yaz (drospirenone) birth control pills.
In 1925, Bayer was one of six chemical companies that merged to form IG Farben, the world's largest chemical and pharmaceutical company. The Allied Control Council seized IG Farben after World War II, because of its role in the Nazi war effort and involvement in the Holocaust, which included using slave labour from concentration camps and the purchase of humans for dangerous medical testing. It was split into its six constituent companies in 1951, then split again into three: BASF, Bayer and Hoechst.Bayer played a key role in the Wirtschaftswunder in post-war West Germany, quickly regaining its position as one of the world's largest chemical and pharmaceutical corporations. In 2006, the company acquired Schering, in 2014, it acquired Merck & Co.'s consumer business, with brands such as Claritin, Coppertone and Dr. Scholl's, and in 2018, it acquired Monsanto, a leading producer of genetically engineered crops, for $63 billion. Bayer CropScience develops genetically modified crops and pesticides."
136,Ecopetrol,Oil & Gas Operations,Colombia,119.7,35.6,8.4,47.6,137,http://www.forbes.com/companies/ecopetrol/,0.17647058823529396,0.235955056179775,"Ecopetrol, formerly known as Empresa Colombiana de Petróleos S.A. (English: Colombian Petroleum Co.), not to be confused with the US owned and operated Colombian Petroleum Co. (COLPET) and sister company South American Gulf Oil Co. (SAGOC), dating to the 1930s and taken over by the state owned Ecopetrol in the 1970s, is the largest and primary petroleum company in Colombia. As a result of its continuous growth, Ecopetrol forms part of the Fortune Global 500 and was ranked 346. In the 2020 Forbes Global 2000, Ecopetrol was ranked as the 313th -largest public company in the world. It was ranked 303 in 2012 by CNN Money. The company belongs to the group of 25 largest petroleum companies in the world, and it is one of the four principal petroleum companies in Latin America.

"
137,UniCredit Group,Major Banks,Italy,31.8,56.3,1.6,1231.8,138,http://www.forbes.com/companies/unicredit-group/,0.00129891216106511,0.0284191829484902,"UniCredit S.p.A. is an Italian global banking and financial services company. Its network spans 50 markets in 17 countries, with more than 8,500 branches and over 97,775 employees. Its strategic position in much of Europe gives the group one of the continent's highest market shares.

"
138,Anglo American,Diversified Metals & Mining,United Kingdom,54.9,29.5,6.0,72.0,139,http://www.forbes.com/companies/anglo-american/,0.0833333333333333,0.203389830508475,"Anglo American plc is a British multinational mining company with headquarters in London, England. It is the world's largest producer of platinum, with around 40% of world output, as well as being a major producer of diamonds, copper, nickel, iron ore and metallurgical and thermal coal. The company has operations in Africa, Asia, Australia, Europe, North America and South America.Anglo American has a primary listing on the London Stock Exchange and is a constituent of the FTSE 100 Index. The company has a secondary listing on the Johannesburg Stock Exchange. In the 2020 Forbes Global 2000, Anglo American was ranked as the 274th -largest public company in the world.

"
139,Repsol YPF,Oil & Gas Operations,Spain,30.1,72.8,2.8,88.8,140,http://www.forbes.com/companies/repsol-ypf/,0.0315315315315315,0.0384615384615385,"Repsol S.A. (Spanish pronunciation: [repˈsol]) is a Spanish energy and petrochemical company based in Madrid. It is engaged in worldwide upstream and downstream activities. In the 2020 Forbes Global 2000, Repsol was ranked as the 645th-largest public company in the world. It has more than 24,000 employees worldwide. It is vertically integrated and operates in all areas of the oil and gas industry, including exploration and production, refining, distribution and marketing, petrochemicals, power generation and trading."
140,Dow Chemical,Diversified Chemicals,United States,41.8,60.0,2.7,69.2,141,http://www.forbes.com/companies/dow-chemical/,0.0390173410404624,0.045,"The Dow Chemical Company (TDCC) is an American multinational chemical corporation headquartered in Midland, Michigan, United States, and a subsidiary of Dow Inc. The company is among the three largest chemical producers in the world.Dow manufactures plastics, chemicals, and agricultural products. With a presence in about 160 countries, it employs about 54,000 people worldwide. Dow has been called the ""chemical companies' chemical company"" as its sales are to other industries rather than directly to end-use consumers. Dow is a member of the American Chemistry Council. The company tagline is ""Seek Together"".In 2017, the company merged into DowDuPont and in April 2019, the company's parent, Dow Inc. was separated into a public company via a corporate spin-off."
141,AstraZeneca,Pharmaceuticals,United Kingdom,58.0,32.4,9.6,51.4,142,http://www.forbes.com/companies/astrazeneca/,0.186770428015564,0.296296296296296,"AstraZeneca plc () is a British–Swedish  multinational pharmaceutical and biopharmaceutical company with its headquarters in Cambridge, England. AstraZeneca has a portfolio of products for major disease areas including cancer, cardiovascular, gastrointestinal, infection, respiratory and inflammation.
The company was founded in 1999 through the merger of the Swedish Astra AB and the British Zeneca Group (itself formed by the demerger of the pharmaceutical operations of Imperial Chemical Industries in 1993). Since the merger it has been among the world's largest pharmaceutical companies and has made numerous corporate acquisitions, including Cambridge Antibody Technology (in 2006), MedImmune (in 2007), Spirogen (in 2013) and Definiens (by MedImmune in 2014). It has its research and development concentrated in three strategic centres: Cambridge, England; Gothenburg, Sweden and Gaithersburg in Maryland, U.S.AstraZeneca has a primary listing on the London Stock Exchange and is a constituent of the FTSE 100 Index. It has secondary listings on Nasdaq OMX Stockholm, Nasdaq New York, the Bombay Stock Exchange and on the National Stock Exchange of India."
142,RWE Group,Electric Utilities,Germany,29.9,63.7,2.3,116.9,143,http://www.forbes.com/companies/rwe-group/,0.0196749358426005,0.0361067503924647,"RWE AG is a German multinational energy company headquartered in Essen. It generates and trades electricity in Asia-Pacific, Europe and the United States. The company is the world's number two in offshore wind power and Europe's third largest in renewable energy. In the 2020 Forbes Global 2000, RWE Group was ranked as the 297th -largest public company in the world.RWE confirmed in December 2015, that it would separate its renewable energy generation, power grid and retail operations into a separate company, Innogy SE, during 2016, and sell a 10% holding in the business through an initial public offering. The restructuring was caused by an effort to reduce the group's exposure to nuclear decommissioning costs, required due to a German government policy of closing all nuclear power stations by 2022.In July 2019, RWE's handling of the conflict with activists in the Hambach Forest were strongly criticized in the media. The company finally agreed to refrain from clearing the forest until autumn 2020.In July 2020, RWE completed a far-reaching asset swap deal with E.ON first announced in 2018, whereby the international renewable generation portfolio of E.ON and innogy were transferred to RWE.

"
143,Home Depot,Home Improvement Retail,United States,75.6,70.4,3.9,40.5,144,http://www.forbes.com/companies/home-depot/,0.0962962962962963,0.0553977272727273,"The Home Depot, Inc., commonly known as Home Depot, is the largest home improvement retailer in the United States, supplying tools, construction products, and services. The company is headquartered in incorporated Cobb County, Georgia, with an Atlanta mailing address.It operates many big-box format stores across the United States (including the District of Columbia, Guam, Puerto Rico and the U.S. Virgin Islands); all 10 provinces of Canada; and the 31 Mexican states and Mexico City. MRO company Interline Brands (now The Home Depot Pro) is also owned by The Home Depot, with 70 distribution centers across the United States."
144,Occidental Petroleum,Oil & Gas Operations,United States,81.6,24.1,6.8,60.0,145,http://www.forbes.com/companies/occidental-petroleum/,0.11333333333333301,0.282157676348548,"Occidental Petroleum Corporation (often abbreviated Oxy in reference to its ticker symbol and logo) is an American company engaged in hydrocarbon exploration in the United States, the Middle East, and Colombia as well as petrochemical manufacturing in the United States, Canada, and Chile. It is organized in Delaware and headquartered in Houston. The company is ranked 167th on the Fortune 500. In the 2020 Forbes Global 2000, Occidental Petroleum was ranked as the 669th largest public company in the world.In 2018, the company was the 9th largest petroleum producer in Texas."
145,Cnooc,Oil & Gas Operations,Hong Kong-China,96.3,27.1,8.0,49.7,146,http://www.forbes.com/companies/cnooc/,0.160965794768612,0.29520295202952,"China National Offshore Oil Corporation, or CNOOC Group (Chinese: 中国海洋石油总公司 Pinyin: Zhōngguó Háiyáng Shíyóu Zǒnggōngsī), is one of the largest national oil companies in China. It is the third-largest national oil company in the People's Republic of China, after CNPC (parent of PetroChina) and China Petrochemical Corporation (parent of Sinopec).  The CNOOC Group focuses on the exploitation, exploration and development of crude oil and natural gas in offshore China, along with its subsidiary COOEC.
The company is owned by the government of the People's Republic of China, and the State-Owned Assets Supervision and Administration Commission of the State Council (SASAC) assumes shareholder rights and obligations on the government's behalf. One subsidiary, CNOOC Limited, is listed on the Hong Kong exchange; the other, China Oilfield Services, is listed on the Hong Kong and New York exchanges. In the 2020 Forbes Global 2000, CNOOC was ranked as the 126th -largest public company in the world.

"
146,Bank of Montreal,Major Banks,Canada,38.1,19.5,3.3,536.7,147,http://www.forbes.com/companies/bank-of-montreal/,0.00614868641699273,0.169230769230769,"The Bank of Montreal (French: Banque de Montréal) is a Canadian multinational investment bank and financial services company. Founded in Montreal, Quebec, in 1817 as Montreal Bank, its head office remains in Montreal, with its operational headquarters and executive offices in Toronto, Ontario, since 1977. One of the Big Five banks in Canada, it is the fourth-largest bank in Canada by market capitalization and assets, as well as one of the ten largest banks in North America. It is commonly known by its acronym BMO (pronounced ), which is also its stock symbol on both the Toronto Stock Exchange and the New York Stock Exchange.On 23 June 1817, John Richardson and eight merchants signed the Articles of Association to establish the Montreal Bank in a rented house in Montreal, Quebec. The bank officially began conducting business on 3 November 1817, making it Canada's oldest bank. It underwent a name change to its current in 1822. BMO's Institution Number (or bank number) is 001.  In Canada, the bank operates as BMO Bank of Montreal and has more than 900 branches, serving over seven million customers. In the United States, it does business as BMO Financial Group, where it has substantial operations in the Chicago area and elsewhere in the country, where it operates BMO Harris Bank. BMO Capital Markets is BMO's investment and corporate banking division, while the wealth management division is branded as BMO Nesbitt Burns. The company is ranked at number 131 on the Forbes Global 2000 list.The company has not missed a dividend payment since 1829, paying dividends consistently through major world crises such as World War I, the Great Depression, World War II, and the 2008 financial crisis; this makes the Bank of Montreal's dividend payment history one of the longest in the world."
147,State Bank of India,Regional Banks,India,28.2,33.2,2.4,369.2,148,http://www.forbes.com/companies/state-bank-of-india/,0.00650054171180932,0.072289156626506,"State Bank of India (SBI) is an Indian multinational, public sector banking and financial services statutory body headquartered in Mumbai, Maharashtra. SBI is the 43rd largest bank in the world and ranked 221st in the Fortune Global 500 list of the world's biggest corporations of 2020. A nationalised bank, it is the largest in India with a 23% market share by assets and a 25% share of the total loan and deposits market.The bank descends from the Bank of Calcutta, founded in 1806 via the Imperial Bank of India, making it the oldest commercial bank in the Indian subcontinent. The Bank of Madras merged into the other two presidency banks in British India, the Bank of Calcutta and the Bank of Bombay, to form the Imperial Bank of India, which in turn became the State Bank of India in 1955. The Government of India took control of the Imperial Bank of India in 1955, with Reserve Bank of India (India's central bank) taking a 60% stake, renaming it State Bank of India."
148,Canon,Business Products & Supplies,Japan,63.5,46.2,3.2,51.1,149,http://www.forbes.com/companies/canon/,0.0626223091976517,0.0692640692640693,"Canon Inc. (キヤノン（キャノン）株式会社, Kyanon kabushiki gaisha) is a Japanese multinational corporation headquartered in Ōta, Tokyo, Japan, specializing in optical, imaging, and industrial products, such as lenses, cameras, medical equipment, scanners, printers, and semiconductor manufacturing equipment.Canon has a primary listing on the Tokyo Stock Exchange and is a constituent of the TOPIX Core30 and Nikkei 225 index. It has a secondary listing on the New York Stock Exchange."
149,TNK-BP Holding,Oil & Gas Operations,Russia,51.6,60.2,9.0,37.1,149,http://www.forbes.com/companies/tnk-bp-holding/,0.242587601078167,0.149501661129568,"TNK-BP (Tyumenskaya Neftyanaya Kompaniya, Tyumen Oil Company) was a major vertically integrated Russian oil company headquartered in Moscow. It was Russia's third-largest oil producer and among the ten largest private oil companies in the world. In 2013 it was acquired by Russian oil company Rosneft.DeGolyer and MacNaughton confirmed that as of 31 December 2009 TNK-BP's total proved reserves amounted to 11.667 billion barrels (1.8549×10^9 m3) of oil equivalent."
150,Posco,Iron & Steel,South Korea,30.6,59.5,3.1,67.3,151,http://www.forbes.com/companies/posco/,0.0460624071322437,0.0521008403361345,"POSCO (formerly Pohang Iron and Steel Co., Ltd) is a South Korean steel-making company headquartered in Pohang, South Korea. It had an output of 42,000,000 metric tons (41,000,000 long tons; 46,000,000 short tons) of crude steel in 2015, making it the world's fourth-largest steelmaker by this measure. In 2010, it was the world's largest steel manufacturing company by market value. Also, in 2012, it was named as the 146th world's largest corporations by the Fortune Global 500.POSCO currently operates two integrated steel mills in South Korea, in Pohang and Gwangyang. POSCO previously operated a joint venture with U.S. Steel, USS-POSCO Industries, in Pittsburg, California, United States, but U.S. Steel acquired full ownership of the facility in February 2020."
151,Møller-Maersk,Other Tranportation,Denmark,34.1,56.1,2.6,69.8,152,http://www.forbes.com/companies/moller-maersk/,0.0372492836676218,0.0463458110516934,"A.P. Møller – Mærsk A/S (Danish pronunciation: [ˈɛˀ ˈpʰe̝ˀ mølɐˈmɛɐ̯sk]), also known simply as Maersk, is a Danish integrated shipping company, active in ocean and inland freight transportation and associated services, such as supply chain management and port operation. Maersk has been the largest container shipping line and vessel operator in the world since 1996. The company is based in Copenhagen, Denmark, with subsidiaries and offices across 130 countries and around 80,220 employees worldwide in 2018.It is a publicly-traded family business, as the company is controlled by the namesake Møller family through holding companies. In September 2016, Maersk Group announced that it was splitting into two separate divisions: Transport & Logistics, and Energy. The company's 2018 annual revenue was US$39 billion (2019). In the 2020 Forbes Global 2000, Møller-Maersk was ranked as the 622nd -largest public company in the world."
152,Shanghai Pudong Dev Bk,Regional Banks,China,27.3,20.4,4.3,425.9,153,http://www.forbes.com/companies/shanghai-pudong-dev-bk/,0.0100962667292792,0.21078431372549,"Shanghai Pudong Development Bank Co. Ltd (SPDB or Pufa; SSE: 600000) incorporated on January 9, 1993 with the approval of the People's Bank of China (August 28, 1992), is a joint-stock commercial bank with its headquarters located in Shanghai.Shanghai Pudong Development Bank issued a 400 million A-share offer on September 23, 1993 on the Shanghai Stock Exchange. It became the first shareholding commercial bank to list with both Central Bank and China Securities Regulatory Commission’s approval since the enactment of ""Commercial Bank Law"" and ""Securities Law"". Thus, the registered capital reached RMB 2.41 billion. 320 million shares of the issue were listed on the Shanghai Stock Exchange on November 10, 1999 (stock code 600000).

"
153,Itaúsa,Conglomerates,Brazil,32.3,29.8,2.6,162.4,154,http://www.forbes.com/companies/itausa/,0.0160098522167488,0.087248322147651,"Itaúsa is a Brazilian holding company which controls several companies active in areas such as the financial and real estate sectors; industries including wood panels, pottery and metal; health; chemicals; and fashion. The main companies that Itaúsa controls are Itaú Unibanco, Duratex and Alpargatas.
It is one of the largest private conglomerates in Brazil and one of the largest in the world.
The control of the company rests with the Setubal and Villela families along with the Camargo family as minority holder.

"
154,China Telecom,Telecommunications services,China,47.2,38.9,2.6,66.1,155,http://www.forbes.com/companies/china-telecom/,0.0393343419062027,0.0668380462724936,"China Telecom Corp., Ltd. is a Chinese telecommunications company. It is one of the listed companies of state-owned China Telecommunications Corporation. Its H shares have been traded on the Stock Exchange of Hong Kong since 15 November 2002. It is a constituent of the Hang Seng China Enterprises Index, the index for the H shares of state-controlled listed companies.
China Telecom was a brand of China Telecommunications Corporation, but after the market liberailization of China, the state-owned enterprise spun off the brand and operated it as a separate company, floating it on the Hong Kong Stock Exchange.
As of 2017, there were 153 million customers using China Telecommunications Corporation's internet service, of which 134 million of them belong to China Telecom Corp., Ltd.

"
155,Hon Hai Precision,Electronics,Taiwan,37.8,102.7,2.6,47.3,156,http://www.forbes.com/companies/hon-hai-precision/,0.0549682875264271,0.0253164556962025,"Hon Hai Precision Industry Co., Ltd., trading as Foxconn Technology Group and better known as Foxconn, is a Taiwanese multinational electronics contract manufacturer with its headquarters in Tucheng, New Taipei City, Taiwan. In 2010, it was the world's largest provider of electronics manufacturing services and the third-largest technology company by revenue. The company is the largest private employer in Taiwan and one of the largest employers worldwide. Terry Gou is the company's founder and chairman.
Foxconn manufactures electronic products for major American, Canadian, Chinese, Finnish and Japanese companies. Notable products manufactured by Foxconn include the BlackBerry, iPad, iPhone, iPod, Kindle, Nintendo 3DS, Nokia devices, Xiaomi devices, PlayStation 3, PlayStation 4, Wii U, Xbox 360, Xbox One, and several CPU sockets, including the TR4 CPU socket on some motherboards. As of 2012, Foxconn factories manufactured an estimated 40% of all consumer electronics sold worldwide.Foxconn has been involved in several controversies. In 2010, following a series of employee suicides at its factory in Shenzhen, Foxconn was criticized by labour activists, who accused the company of providing low wages and allowing employees to work past legal overtime limits.Hon Hai Precision Industry Co. named Young Liu its new chairman to replace founder Terry Gou, effective on July 1, 2019. Young Liu was the semiconductor division chief as well as the vice chairman of Foxconn. Analysts said the handover signals the company's future direction, underscoring the importance of semiconductors, together with technologies like artificial intelligence, robotics and autonomous driving, after Foxconn's traditional major business of smartphone assembly has matured. One of the key directions of Foxconn is to focus its strength on semiconductors. It has invested hundreds of millions of yuan in Zhuhai, Guangdong province and Jinan in Shandong province to build chip factories since 2018, which Liu mainly promoted. He also served as chairman of the company's chip unit in Zhuhai, Guangdong province."
156,Generali Group,Diversified Insurance,Italy,27.6,105.2,1.1,532.9,157,http://www.forbes.com/companies/generali-group/,0.00206417714392944,0.0104562737642586,"Assicurazioni Generali S.p.A. or simply Generali Group is an Italian insurance company based in Trieste. As of 2019, it is the largest of its kind in Italy and among top 10 in the world.Under the name of Imperial Regia Privilegiata Compagnia di Assicurazioni Generali Austro-Italiche, the company was founded on December 26, 1831. At the time, Trieste was the most important sea port of the Austrian Empire. The company grew in importance, becoming one of the largest insurance operators both in Italy and in Central Europe. As of 2017, the company ranks 57th on the Fortune Global 500 list of companies and 43rd on MITs worldwide ""Smartest Companies"" ranking in 2015.Generali's major competitors at international level are AXA, Allianz and Zurich. Besides them, there are companies competing at local and regional level in various countries and markets."
157,News Corp,Broadcasting & Cable,United States,49.5,34.2,3.0,59.9,158,http://www.forbes.com/companies/news-corp/,0.0500834724540902,0.087719298245614,"The current incarnation of News Corporation, stylized as News Corp, is an American mass media and publishing company operating across digital real estate information, news media, book publishing, and cable television.  It was formed in 2013 as a spin-off of the original News Corporation (as founded by Rupert Murdoch in 1980). The company is headquartered in New York City and incorporated in Delaware.
It is one of two companies that succeeded the original News Corporation, alongside 21st Century Fox—which consisted of the old News Corporation's broadcasting and media properties, such as Fox Entertainment Group. The spin-out was structured so that 21st Century Fox would be the legal successor and continuation of the original News Corporation, with the new News Corp being an entirely new company formed by a stock split. Following the acquisition of most of 21st Century Fox assets by The Walt Disney Company in 2019, Fox Corporation, which is the News Corp's sister company and successor of the former 21st Century Fox, is also owned and controlled by the Murdoch family.
Its notable assets include Dow Jones & Company (publisher of The Wall Street Journal), News UK (publisher of The Sun and The Times), News Corp Australia, REA Group (operator of realestate.com.au), Realtor.com, and book publisher HarperCollins.

"
158,Target,Discount Stores,United States,39.1,69.9,2.9,46.6,159,http://www.forbes.com/companies/target/,0.0622317596566524,0.0414878397711016,"Target Corporation is an American retail corporation. The eighth-largest retailer in the United States, it is a component of the S&P 500 Index. Its largest competitors, Walmart and Amazon.com, are the first and second largest retailers, respectively.Target established itself as the discount division of the Dayton's Company of Minneapolis, Minnesota, in 1962; it began expanding the store nationwide in the 1980s (as part of the Dayton-Hudson Corporation), and introduced new store formats under the Target brand in the 1990s. The company has found success as a cheap-chic player in the industry. The parent company was renamed the Target Corporation in 2000, and divested itself of its last department-store chains in 2004. It suffered from a massive and highly publicized security breach of customer credit card data and the failure of its short-lived Target Canada subsidiary in the early 2010s, but experienced revitalized success with its expansion in urban markets within the United States. As of 2019, Target operated 1,844 stores throughout the United States. The company is ranked number 37 on 2020 Fortune 500 list of the largest United States corporations by total revenue. Their retail formats include the discount store Target, the hypermarket SuperTarget, and ""small-format"" stores previously named CityTarget and TargetExpress before being consolidated under the Target branding."
159,China Merchants Bank,Major Banks,China,42.5,15.2,3.9,364.0,160,http://www.forbes.com/companies/china-merchants-bank/,0.0107142857142857,0.256578947368421,"China Merchants Bank (CMB) (Chinese: 招商銀行; pinyin: Zhāoshāng Yínháng) is a Chinese bank headquartered in Futian District, Shenzhen, Guangdong, China. Founded in 1987, it is the first share-holding commercial bank wholly owned by corporate legal entities in China.
CMB has over five hundred branches in mainland China and one in Hong Kong. In November 2007, as part of a drive for international growth, it won federal approval to open a branch in New York City.

"
